YEAR,Month,CBOT Ethanol,Annual CA Margin,CA gas price minus crude price & taxes,Annual US margin,US gas price (w/out CA) minus crude price & taxes,Brent Crude,U.S. Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),U.S. Regular Conventional Retail Gasoline Prices (Dollars per Gallon),U.S. Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),CA Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),US price without CA,CA price real,US price without CA real,National Average State Excise Gasoline,US state excise tax without CA,FEDERAL EXCISE GASOLINE,CA STATE EXCISE GASOLINE,CA UST,CA GASOLINE SALES TAX (assumes 1% local sales tax),CA SALES TAX IN CENTS,CA cap and trade cost (CAX),LCFS CREDIT PRICE,LCFS,TOT CA GAS TAXES,TOT CA TAXES AND FEES,CARB gasoline cost,Unexplained Differential,Explained Differential,Quantity,Daily Usage,Annual Average Daily Usage,Extra Payment,CPI,Current Period Deflator,REAL ($current month) Unexplained Differential,Price Spike Calculation,Price Spike Cost Calculation,Annual Average Unexplaied,REAL ($current month) Extra Payment in $mil,Days in Month,Daily Excess Payment (millions),Aggregate Extra Payment Since 2/2015,Aggregate Extra Payment Since 2/2015 (in billions),REAL CA Retail Gas Price,,Monthly average distribution and retailing MGS,Annual average distribution and retailing MGS
2022,6,2.7,1.631505012,1.973874948,0.980677109,1.445808371,122.71,4.929,,,6.201,4.787666667,6.438734542,4.971216698,0.3102,0.266201238,0.184,0.511,0.02,0.0325,0.195188862,0.2437767,88.5,0.101,0.726188862,1.254965562,0.1,0.508569009,0.904764324,1130177672,37.67258907,37.35119003,574773338.5,296.311,0.963077443,0.528066577,0.128066577,144737986,0.650827903,596.8090548,30,19.89363516,42376.56998,42.37656998,6.260831255,,0.305814544,0.331479361
2022,7,2.48925,1.631505012,1.812234876,0.980677109,1.334988259,111.93,4.559,,,5.807,4.420333333,6.030341631,4.590342711,0.3102,0.264468119,0.184,0.539,0.02,0.0325,0.182786925,0.2437767,92.875,0.106,0.741786925,1.275563625,0.1,0.459571161,0.927095505,1138767683,36.73444139,37.35119003,523344786.4,296.276,0.962963685,0.477246617,0.077246617,87965951.19,0.650827903,543.4730244,31,17.53138788,42920.04301,42.92004301,5.863722306,,0.516077451,0.331479361
2022,8,2.483696,1.631505012,1.566489614,0.980677109,1.003590457,100.45,3.975,,,5.239,3.834555556,5.442424711,3.983447206,0.3167,0.27367689,0.184,0.539,0.02,0.0325,0.16490799,0.213354,87.15,0.099,0.72390799,1.22026199,0.1,0.541859344,0.8625851,1194355124,38.52758465,37.35119003,647172484.1,296.171,0.962622412,0.562899157,0.162899157,194559443,0.650827903,672.3014926,31,21.68714492,43592.3445,43.5923445,5.292049627,,0.330903535,0.331479361
2022,9,2.413684,1.631505012,1.878794223,0.980677109,0.946966593,89.76,3.7,,,5.272,3.525333333,5.464952131,3.654358481,0.3167,0.273561474,0.184,0.539,0.02,0.0325,0.165946731,0.213354,72.875,0.083,0.724946731,1.205300731,0.1,0.89892741,0.847739257,1140900135,38.0300045,37.35119003,1025586403,296.808,0.964692805,0.93182763,0.53182763,606762214.4,0.650827903,1063.122268,30,35.43740895,44655.46677,44.65546677,5.31395461,,-0.37659407,0.331479361
2022,10,2.367143,1.631505012,2.323960261,0.980677109,0.927385833,93.33,3.815,,,5.805,3.593888889,5.993148447,3.710372026,0.3167,0.271697337,0.184,0.539,0.02,0.0325,0.182723971,0.213354,65.75,0.075,0.741723971,1.214077971,0.1,1.352730477,0.858380634,1172800353,37.83226945,37.35119003,1586482781,298.012,0.968606076,1.396574428,0.996574428,1168782841,0.650827903,1637.902982,31,52.83558008,46293.36975,46.29336975,5.827556776,,1.050730477,0.331479361
2022,11,2.421667,1.631505012,1.64373803,0.980677109,0.908051192,91.42,3.685,,,5.071,3.531,5.240651642,3.649130536,0.3167,0.274264461,0.184,0.539,0.02,0.0325,0.159619855,0.2117736,62.875,0.072,0.718619855,1.186393455,0.1,0.711871006,0.828128994,1101859339,36.72864463,37.35119003,784381716,297.711,0.967627758,0.735686838,0.335686838,369879677.5,0.650827903,810.6234131,30,27.02078044,47103.99316,47.10399316,5.095851581,,0.512388532,0.331479361
2022,12,2.050952,1.631505012,1.138498079,0.980677109,0.709079423,80.92,3.21,,,4.317,3.087,4.475165541,3.200101002,0.3167,0.276901533,0.184,0.539,0.02,0.0325,0.135886199,0.2117736,67.3125,0.086,0.694886199,1.176659799,0.1,0.414241735,0.815758265,1118271196,36.07326439,37.35119003,463234600.4,296.797,0.964657053,0.429418656,0.029418656,32898035.59,0.650827903,480.206514,31,15.49053271,47584.19968,47.58419968,4.351515986,,,
2023,1,,,1.041761033,,0.817618647,82.5,3.339,,,4.265,3.236111111,4.386191179,3.328066122,0.3167,0.277083401,0.184,0.539,0.02,0.0325,0.134249395,0.2117736,64.875,0.083,0.693249395,1.172022995,0.1,0.217949295,0.810939594,1083879951,34.96386939,37.70157118,236230871,299.17,0.972369837,0.224142386,0,0,0.480205915,242.9434379,31,7.836885092,47827.14311,47.82714311,4.265,,,
2023,2,,,1.245177808,,0.843709763,82.59,3.389,,,4.487,3.267,4.588883716,3.341181881,0.3163,0.275862524,0.184,0.539,0.02,0.0325,0.141237288,0.2200707,64.4375,0.083,0.700237288,1.187307988,0.1,0.392554535,0.827445465,1034805346,36.95733379,37.70157118,406217531.8,300.84,0.977797712,0.401468044,0.001468044,1519140.143,0.480205915,415.4412785,28,14.83718852,48242.58439,48.24258439,4.462092109,,,
2023,3,,,1.529236056,,0.958680922,78.43,3.422,,,4.682,3.282,4.772510973,3.345446607,0.3163,0.275180522,0.184,0.539,0.02,0.0325,0.147375303,0.2200707,69.625,0.089,0.706375303,1.199446003,0.1,0.559734519,0.840265481,1139577873,36.76057655,37.70157118,637861072.9,301.836,0.981034937,0.570555134,0.170555134,194360856.3,0.480205915,650.1920055,31,20.97393566,48892.7764,48.8927764,4.640645715,,,
2023,4,,,1.354154832,,1.006665894,84.64,3.603,,,4.682,3.483111111,4.748488187,3.532574106,0.3163,0.275180522,0.184,0.539,0.02,0.0325,0.147375303,0.2200707,81.5,0.105,0.706375303,1.215446003,0.1,0.342623408,0.856265481,1133411519,37.78038397,37.70157118,388333317.5,303.363,0.98599803,0.347488938,0,0,0.480205915,393.8479647,30,13.12826549,49286.62436,49.28662436,4.617286683,,,
2023,5,,,1.501515058,,1.178161327,75.47,3.555,,,4.633,3.435222222,4.686988472,3.475252958,0.3163,0.275351897,0.184,0.539,0.02,0.0325,0.14583293,0.23966766,84.9375,0.109,0.70483293,1.23750059,0.1,0.319629085,0.878148693,1190443333,38.40139784,37.70157118,380500312.9,304.127,0.988481202,0.323353731,0,0,0.480205915,384.9342931,31,12.41723526,49671.55866,49.67155866,4.557486215,,,
2023,6,,,,,,74.84,3.571,,,4.674,3.448444444,4.713247574,3.477401029,0.3163,0.275208501,0.184,0.539,0.02,0.0325,0.147123487,0.23966766,79.9375,0.103,0.706123487,1.232791147,0.1,0.35197291,0.873582645,1135625787,37.8541929,37.70157118,399709513.3,305.109,0.991672923,0.354928427,0,0,0.480205915,403.0658737,30,13.43552912,50074.62453,50.07462453,4.583019773,,,
2023,7,,,,,,80.11,3.597,,,4.717,3.472555556,4.732072695,3.483651755,0.3163,0.270613667,0.184,0.579,0.02,0.0325,0.148476998,0.23966766,74.15,0.095,0.747476998,1.266144658,0.1,0.332913454,0.911530991,1162682159,37.5058761,37.70157118,387072533.2,306.691,0.996814779,0.333977245,0,0,0.480205915,388.3093843,31,12.52610917,50462.93391,50.46293391,4.601324754,,,
2023,8,,,,,,86.15,3.84,,,5.023,3.708555556,5.033552315,3.716346486,0.3226,0.276543449,0.184,0.579,0.02,0.0325,0.158108959,0.23966766,79.9375,0.103,0.757108959,1.283776619,0.1,0.391211275,0.92323317,1219436954,39.33667592,37.70157118,477057484.9,307.026,0.997903605,0.392033131,0,0,0.480205915,478.059687,31,15.42128022,50940.9936,50.9409936,4.894474442,,,
2023,9,,,,,,93.72,3.836,,,5.412,3.660888889,5.40992515,3.659485379,0.3226,0.275182943,0.184,0.579,0.02,0.0325,0.170353511,0.2781504,71.375,0.092,0.769353511,1.323503911,0.1,0.786790143,0.964320968,1164859393,38.82864644,37.70157118,916499889,307.789,1.000383527,0.786488504,0.386488504,450204764.5,0.480205915,916.1485217,30,30.53828406,51857.14212,51.85714212,5.260448034,,,
2023,10,,,,,,90.6,3.613,,,5.439,3.410111111,5.439,3.410111111,0.3226,0.275088512,0.184,0.579,0.02,0.0325,0.17120339,0.2781504,68.725,0.088,0.77020339,1.32035379,0.1,1.067623611,0.961265278,1197429526,38.62675889,37.70157118,1278404034,307.671,1,1.067623611,0.667623611,799432224.2,0.480205915,1278.404034,31,41.23883982,53135.54616,53.13554616,5.288719541,,,
2023,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.70157118,,,,,,,,,30,,,,,,,
2023,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.70157118,,,,,,,,,31,,,,,,,
