date,cax cost
2023-02-01,0.38324699999999995
2023-05-01,0.44259101999999995
2023-08-01,0.49806305999999995
2023-12-01,0.41003478
2024-03-01,0.20355552
2024-06-01,0.23642784
2024-09-01,0.23611175999999998
2024-12-01,0.31813452
2025-03-01,0.39509999999999995
