state,gasoline sales,date
Indiana,265389345.0,2001-11-01
Indiana,273529174.0,2001-12-01
Indiana,254526628.0,2002-01-01
Indiana,238884745.0,2002-02-01
Indiana,262002538.0,2002-03-01
Indiana,266636945.0,2002-04-01
Indiana,287712011.0,2002-05-01
Indiana,284727730.0,2002-06-01
Indiana,297365921.0,2002-07-01
Indiana,300376654.0,2002-08-01
Indiana,267478456.0,2002-09-01
Indiana,289546521.0,2002-10-01
Indiana,278483629.0,2002-11-01
Indiana,278824900.0,2002-12-01
Indiana,258873102.0,2003-01-01
Indiana,231556206.0,2003-02-01
Indiana,263834934.0,2003-03-01
Indiana,268621436.0,2003-04-01
Indiana,286801827.0,2003-05-01
Indiana,278862724.0,2003-06-01
Indiana,293724518.0,2003-07-01
Indiana,294890048.0,2003-08-01
Indiana,273601636.0,2003-09-01
Indiana,284398957.0,2003-10-01
Indiana,263932470.0,2003-11-01
Indiana,277706522.0,2003-12-01
Indiana,254560312.0,2004-01-01
Indiana,250585165.0,2004-02-01
Indiana,271803024.0,2004-03-01
Indiana,276016403.0,2004-04-01
Indiana,284836725.0,2004-05-01
Indiana,282813938.0,2004-06-01
Indiana,291407606.0,2004-07-01
Indiana,288837502.0,2004-08-01
Indiana,271982777.0,2004-09-01
Indiana,275990596.0,2004-10-01
Indiana,266793899.0,2004-11-01
Indiana,282468611.0,2004-12-01
Indiana,251119506.0,2005-01-01
Indiana,240926680.0,2005-02-01
Indiana,272276924.0,2005-03-01
Indiana,267273547.0,2005-04-01
Indiana,287281413.0,2005-05-01
Indiana,283007511.0,2005-06-01
Indiana,290941981.0,2005-07-01
Indiana,296317750.0,2005-08-01
Indiana,256919980.0,2005-09-01
Indiana,270761292.0,2005-10-01
Indiana,265904238.0,2005-11-01
Indiana,274957250.0,2005-12-01
Indiana,249189479.0,2006-01-01
Indiana,239492281.0,2006-02-01
Indiana,266185743.0,2006-03-01
Indiana,263992765.0,2006-04-01
Indiana,279240990.0,2006-05-01
Indiana,273760552.0,2006-06-01
Indiana,279911309.0,2006-07-01
Indiana,289077710.0,2006-08-01
Indiana,266473779.0,2006-09-01
Indiana,278680849.0,2006-10-01
Indiana,267039804.0,2006-11-01
Indiana,274065380.0,2006-12-01
Indiana,259077461.0,2007-01-01
Indiana,236224251.0,2007-02-01
Indiana,267500155.0,2007-03-01
Indiana,264079889.0,2007-04-01
Indiana,280832989.0,2007-05-01
Indiana,277389502.0,2007-06-01
Indiana,282447053.0,2007-07-01
Indiana,288260929.0,2007-08-01
Indiana,266105845.0,2007-09-01
Indiana,278190240.0,2007-10-01
Indiana,262536757.0,2007-11-01
Indiana,260913640.0,2007-12-01
Indiana,254444805.0,2008-01-01
Indiana,238608270.0,2008-02-01
Indiana,255448489.0,2008-03-01
Indiana,252201729.0,2008-04-01
Indiana,269303668.0,2008-05-01
Indiana,258060971.0,2008-06-01
Indiana,268186531.0,2008-07-01
Indiana,269157220.0,2008-08-01
Indiana,246077604.0,2008-09-01
Indiana,267341317.0,2008-10-01
Indiana,255879820.0,2008-11-01
Indiana,261155099.0,2008-12-01
Indiana,238953303.0,2009-01-01
Indiana,229932052.0,2009-02-01
Indiana,252649951.0,2009-03-01
Indiana,255510307.0,2009-04-01
Indiana,268455324.0,2009-05-01
Indiana,268290980.0,2009-06-01
Indiana,271345487.0,2009-07-01
Indiana,272404001.0,2009-08-01
Indiana,259556216.0,2009-09-01
Indiana,260243507.0,2009-10-01
Indiana,246311733.0,2009-11-01
Indiana,261474177.0,2009-12-01
Indiana,239172436.0,2010-01-01
Indiana,225000380.0,2010-02-01
Indiana,257351539.0,2010-03-01
Indiana,262676567.0,2010-04-01
Indiana,274227868.0,2010-05-01
Indiana,270787941.0,2010-06-01
Indiana,273319868.0,2010-07-01
Indiana,284161494.0,2010-08-01
Indiana,260743550.0,2010-09-01
Indiana,265559627.0,2010-10-01
Indiana,255580721.0,2010-11-01
Indiana,262456141.0,2010-12-01
Indiana,238783493.0,2011-01-01
Indiana,223546506.0,2011-02-01
Indiana,255812451.0,2011-03-01
Indiana,246893131.0,2011-04-01
Indiana,262177474.0,2011-05-01
Indiana,256585543.0,2011-06-01
Indiana,267727933.0,2011-07-01
Indiana,273533559.0,2011-08-01
Indiana,254128112.0,2011-09-01
Indiana,256061314.0,2011-10-01
Indiana,251270003.0,2011-11-01
Indiana,254738335.0,2011-12-01
Indiana,233810816.0,2012-01-01
Indiana,234953776.0,2012-02-01
Indiana,252866448.0,2012-03-01
Indiana,246536912.0,2012-04-01
Indiana,266041472.0,2012-05-01
Indiana,262492048.0,2012-06-01
Indiana,264606560.0,2012-07-01
Indiana,266885984.0,2012-08-01
Indiana,239886208.0,2012-09-01
Indiana,256748928.0,2012-10-01
Indiana,247550128.0,2012-11-01
Indiana,246966256.0,2012-12-01
Indiana,237083680.0,2013-01-01
Indiana,222056752.0,2013-02-01
Indiana,248897232.0,2013-03-01
Indiana,248879200.0,2013-04-01
Indiana,269260192.0,2013-05-01
Indiana,259848160.0,2013-06-01
Indiana,268905376.0,2013-07-01
Indiana,270083520.0,2013-08-01
Indiana,249811440.0,2013-09-01
Indiana,263164736.0,2013-10-01
Indiana,251665600.0,2013-11-01
Indiana,251340576.0,2013-12-01
Indiana,226887616.0,2014-01-01
Indiana,221037984.0,2014-02-01
Indiana,248606288.0,2014-03-01
Indiana,249458336.0,2014-04-01
Indiana,268304224.0,2014-05-01
Indiana,262414928.0,2014-06-01
Indiana,271607168.0,2014-07-01
Indiana,268399616.0,2014-08-01
Indiana,255951232.0,2014-09-01
Indiana,265021040.0,2014-10-01
Indiana,253064880.0,2014-11-01
Indiana,262847760.0,2014-12-01
Indiana,247129936.0,2015-01-01
Indiana,228910240.0,2015-02-01
Indiana,256619904.0,2015-03-01
Indiana,261591520.0,2015-04-01
Indiana,276738848.0,2015-05-01
Indiana,265196320.0,2015-06-01
Indiana,285837376.0,2015-07-01
Indiana,278544000.0,2015-08-01
Indiana,264821584.0,2015-09-01
Indiana,272529920.0,2015-10-01
Indiana,257908768.0,2015-11-01
Indiana,262147600.0,2015-12-01
Indiana,251513760.0,2016-01-01
Indiana,243892112.0,2016-02-01
Indiana,255432688.0,2016-03-01
Indiana,265684256.0,2016-04-01
Indiana,279418336.0,2016-05-01
Indiana,281016128.0,2016-06-01
Indiana,273009984.0,2016-07-01
Indiana,287999808.0,2016-08-01
Indiana,267455136.0,2016-09-01
Indiana,274902912.0,2016-10-01
Indiana,265259680.0,2016-11-01
Indiana,269299904.0,2016-12-01
Indiana,251279168.0,2017-01-01
Indiana,233423712.0,2017-02-01
Indiana,269780896.0,2017-03-01
Indiana,266043024.0,2017-04-01
Indiana,286691136.0,2017-05-01
Indiana,287010976.0,2017-06-01
Indiana,278867008.0,2017-07-01
Indiana,289907936.0,2017-08-01
Indiana,266928752.0,2017-09-01
Indiana,273495584.0,2017-10-01
Indiana,264908080.0,2017-11-01
Indiana,268019504.0,2017-12-01
Indiana,248588736.0,2018-01-01
Indiana,232715456.0,2018-02-01
Indiana,266584736.0,2018-03-01
Indiana,261009056.0,2018-04-01
Indiana,285825504.0,2018-05-01
Indiana,276214336.0,2018-06-01
Indiana,279954432.0,2018-07-01
Indiana,287015904.0,2018-08-01
Indiana,261884240.0,2018-09-01
Indiana,277566016.0,2018-10-01
Indiana,257586000.0,2018-11-01
Indiana,263375712.0,2018-12-01
Indiana,242217904.0,2019-01-01
Indiana,229650752.0,2019-02-01
Indiana,262167504.0,2019-03-01
Indiana,261859504.0,2019-04-01
Indiana,279496288.0,2019-05-01
Indiana,269154208.0,2019-06-01
Indiana,285552960.0,2019-07-01
Indiana,288717376.0,2019-08-01
Indiana,263018880.0,2019-09-01
Indiana,266641504.0,2019-10-01
Indiana,252355584.0,2019-11-01
Indiana,242784640.0,2019-12-01
Indiana,251799452.0,2020-01-01
Indiana,241234434.0,2020-02-01
Indiana,227756098.0,2020-03-01
Indiana,168316411.0,2020-04-01
Indiana,216920620.0,2020-05-01
Indiana,254180227.0,2020-06-01
Indiana,273291227.0,2020-07-01
Indiana,268804601.0,2020-08-01
Indiana,256186479.0,2020-09-01
Indiana,261739164.0,2020-10-01
Indiana,237477268.0,2020-11-01
Indiana,243499880.0,2020-12-01
Indiana,234801223.0,2021-01-01
Indiana,215786182.0,2021-02-01
Indiana,260292643.0,2021-03-01
Indiana,265537916.0,2021-04-01
Indiana,282051764.0,2021-05-01
Indiana,276387969.0,2021-06-01
Indiana,285994135.0,2021-07-01
Indiana,286912450.0,2021-08-01
Indiana,274020018.0,2021-09-01
Indiana,265395378.0,2021-10-01
Indiana,266274069.0,2021-11-01
Indiana,262102137.0,2021-12-01
Indiana,238508475.0,2022-01-01
Indiana,222210370.0,2022-02-01
Indiana,266041464.0,2022-03-01
Indiana,253190058.0,2022-04-01
Indiana,275425489.0,2022-05-01
Indiana,265555895.0,2022-06-01
Indiana,263149316.0,2022-07-01
Indiana,274934538.0,2022-08-01
Indiana,259827002.0,2022-09-01
Indiana,263267655.0,2022-10-01
Indiana,251818901.0,2022-11-01
Indiana,251319535.0,2022-12-01
Indiana,236011083.0,2023-01-01
Indiana,232546961.0,2023-02-01
Indiana,259857765.0,2023-03-01
Indiana,259856545.0,2023-04-01
Indiana,281240943.0,2023-05-01
Indiana,273662293.0,2023-06-01
Indiana,272362561.0,2023-07-01
Indiana,279491608.0,2023-08-01
Indiana,257489265.0,2023-09-01
Indiana,264676328.0,2023-10-01
Indiana,254993880.0,2023-11-01
Indiana,253526885.0,2023-12-01
Iowa,112228124.0,2000-01-01
Iowa,115060189.0,2000-02-01
Iowa,126444404.0,2000-03-01
Iowa,124023284.0,2000-04-01
Iowa,140663275.0,2000-05-01
Iowa,136431259.0,2000-06-01
Iowa,137780264.0,2000-07-01
Iowa,145758531.0,2000-08-01
Iowa,128390221.0,2000-09-01
Iowa,132817905.0,2000-10-01
Iowa,131221212.0,2000-11-01
Iowa,132203425.0,2000-12-01
Iowa,117888156.0,2001-01-01
Iowa,103875476.0,2001-02-01
Iowa,128007662.0,2001-03-01
Iowa,130494981.0,2001-04-01
Iowa,135029930.0,2001-05-01
Iowa,138775865.0,2001-06-01
Iowa,139782022.0,2001-07-01
Iowa,141129952.0,2001-08-01
Iowa,126816321.0,2001-09-01
Iowa,138747030.0,2001-10-01
Iowa,129662084.0,2001-11-01
Iowa,133278458.0,2001-12-01
Iowa,121919469.0,2002-01-01
Iowa,109967848.0,2002-02-01
Iowa,126147323.0,2002-03-01
Iowa,134620239.0,2002-04-01
Iowa,145466462.0,2002-05-01
Iowa,139055308.0,2002-06-01
Iowa,148628571.0,2002-07-01
Iowa,147739063.0,2002-08-01
Iowa,130117085.0,2002-09-01
Iowa,141235641.0,2002-10-01
Iowa,134088232.0,2002-11-01
Iowa,137823715.0,2002-12-01
Iowa,129230399.0,2003-01-01
Iowa,116095825.0,2003-02-01
Iowa,126302181.0,2003-03-01
Iowa,131597266.0,2003-04-01
Iowa,144122766.0,2003-05-01
Iowa,140974445.0,2003-06-01
Iowa,148874335.0,2003-07-01
Iowa,147330164.0,2003-08-01
Iowa,135551682.0,2003-09-01
Iowa,143042468.0,2003-10-01
Iowa,130642150.0,2003-11-01
Iowa,139954434.0,2003-12-01
Iowa,124871268.0,2004-01-01
Iowa,118157921.0,2004-02-01
Iowa,135940731.0,2004-03-01
Iowa,139731188.0,2004-04-01
Iowa,139337879.0,2004-05-01
Iowa,149533703.0,2004-06-01
Iowa,147377178.0,2004-07-01
Iowa,146918730.0,2004-08-01
Iowa,142161313.0,2004-09-01
Iowa,142930563.0,2004-10-01
Iowa,134316352.0,2004-11-01
Iowa,150459852.0,2004-12-01
Iowa,122013636.0,2005-01-01
Iowa,116644255.0,2005-02-01
Iowa,140117111.0,2005-03-01
Iowa,134235338.0,2005-04-01
Iowa,140607969.0,2005-05-01
Iowa,148052038.0,2005-06-01
Iowa,147508224.0,2005-07-01
Iowa,152651133.0,2005-08-01
Iowa,127822517.0,2005-09-01
Iowa,135134158.0,2005-10-01
Iowa,137956314.0,2005-11-01
Iowa,142151344.0,2005-12-01
Iowa,124207257.0,2006-01-01
Iowa,125567694.0,2006-02-01
Iowa,134553613.0,2006-03-01
Iowa,135285988.0,2006-04-01
Iowa,146984465.0,2006-05-01
Iowa,145607287.0,2006-06-01
Iowa,139955680.0,2006-07-01
Iowa,150297964.0,2006-08-01
Iowa,140331194.0,2006-09-01
Iowa,146602782.0,2006-10-01
Iowa,142095630.0,2006-11-01
Iowa,141576915.0,2006-12-01
Iowa,131345352.0,2007-01-01
Iowa,125195409.0,2007-02-01
Iowa,132698628.0,2007-03-01
Iowa,137351330.0,2007-04-01
Iowa,147053939.0,2007-05-01
Iowa,143562237.0,2007-06-01
Iowa,144558367.0,2007-07-01
Iowa,146782913.0,2007-08-01
Iowa,135294613.0,2007-09-01
Iowa,139975974.0,2007-10-01
Iowa,144341819.0,2007-11-01
Iowa,131318149.0,2007-12-01
Iowa,131335595.0,2008-01-01
Iowa,118349375.0,2008-02-01
Iowa,127580345.0,2008-03-01
Iowa,130344279.0,2008-04-01
Iowa,141632238.0,2008-05-01
Iowa,138291804.0,2008-06-01
Iowa,141342676.0,2008-07-01
Iowa,143506160.0,2008-08-01
Iowa,135282120.0,2008-09-01
Iowa,142948159.0,2008-10-01
Iowa,134692325.0,2008-11-01
Iowa,138703935.0,2008-12-01
Iowa,128016958.0,2009-01-01
Iowa,118640172.0,2009-02-01
Iowa,128324460.0,2009-03-01
Iowa,136388983.0,2009-04-01
Iowa,144600274.0,2009-05-01
Iowa,143905022.0,2009-06-01
Iowa,148899026.0,2009-07-01
Iowa,146721248.0,2009-08-01
Iowa,138116355.0,2009-09-01
Iowa,143555764.0,2009-10-01
Iowa,134690501.0,2009-11-01
Iowa,137882972.0,2009-12-01
Iowa,123628147.0,2010-01-01
Iowa,120354647.0,2010-02-01
Iowa,136551466.0,2010-03-01
Iowa,140874429.0,2010-04-01
Iowa,147098348.0,2010-05-01
Iowa,147030578.0,2010-06-01
Iowa,155554100.0,2010-07-01
Iowa,154621960.0,2010-08-01
Iowa,147397409.0,2010-09-01
Iowa,150369211.0,2010-10-01
Iowa,143133389.0,2010-11-01
Iowa,145601196.0,2010-12-01
Iowa,131001255.0,2011-01-01
Iowa,123543435.0,2011-02-01
Iowa,139454472.0,2011-03-01
Iowa,140385199.0,2011-04-01
Iowa,146367131.0,2011-05-01
Iowa,150742043.0,2011-06-01
Iowa,152897812.0,2011-07-01
Iowa,154474064.0,2011-08-01
Iowa,145571539.0,2011-09-01
Iowa,144429561.0,2011-10-01
Iowa,142989743.0,2011-11-01
Iowa,148045191.0,2011-12-01
Iowa,127229112.0,2012-01-01
Iowa,121612048.0,2012-02-01
Iowa,132715776.0,2012-03-01
Iowa,132444560.0,2012-04-01
Iowa,146093152.0,2012-05-01
Iowa,143685024.0,2012-06-01
Iowa,144809920.0,2012-07-01
Iowa,146296336.0,2012-08-01
Iowa,132192496.0,2012-09-01
Iowa,141899360.0,2012-10-01
Iowa,133758760.0,2012-11-01
Iowa,133981840.0,2012-12-01
Iowa,125458976.0,2013-01-01
Iowa,115868288.0,2013-02-01
Iowa,129712816.0,2013-03-01
Iowa,134366784.0,2013-04-01
Iowa,138008704.0,2013-05-01
Iowa,142551600.0,2013-06-01
Iowa,158411040.0,2013-07-01
Iowa,139065952.0,2013-08-01
Iowa,141059504.0,2013-09-01
Iowa,143321664.0,2013-10-01
Iowa,136345600.0,2013-11-01
Iowa,139257280.0,2013-12-01
Iowa,127600416.0,2014-01-01
Iowa,116464120.0,2014-02-01
Iowa,133924336.0,2014-03-01
Iowa,136186848.0,2014-04-01
Iowa,155620816.0,2014-05-01
Iowa,144850592.0,2014-06-01
Iowa,149132208.0,2014-07-01
Iowa,147126480.0,2014-08-01
Iowa,138016976.0,2014-09-01
Iowa,145217792.0,2014-10-01
Iowa,137880912.0,2014-11-01
Iowa,145570160.0,2014-12-01
Iowa,132588608.0,2015-01-01
Iowa,126682448.0,2015-02-01
Iowa,129862944.0,2015-03-01
Iowa,136550000.0,2015-04-01
Iowa,146322432.0,2015-05-01
Iowa,142981104.0,2015-06-01
Iowa,148620976.0,2015-07-01
Iowa,146520256.0,2015-08-01
Iowa,134118496.0,2015-09-01
Iowa,147310176.0,2015-10-01
Iowa,133916880.0,2015-11-01
Iowa,139684624.0,2015-12-01
Iowa,140417248.0,2016-01-01
Iowa,125999456.0,2016-02-01
Iowa,138951584.0,2016-03-01
Iowa,142190528.0,2016-04-01
Iowa,151835632.0,2016-05-01
Iowa,153467088.0,2016-06-01
Iowa,147996848.0,2016-07-01
Iowa,160888272.0,2016-08-01
Iowa,145172384.0,2016-09-01
Iowa,147860896.0,2016-10-01
Iowa,149153776.0,2016-11-01
Iowa,145746576.0,2016-12-01
Iowa,116709312.0,2017-01-01
Iowa,124906736.0,2017-02-01
Iowa,136309760.0,2017-03-01
Iowa,136191440.0,2017-04-01
Iowa,143102848.0,2017-05-01
Iowa,138488096.0,2017-06-01
Iowa,169681232.0,2017-07-01
Iowa,157155856.0,2017-08-01
Iowa,140595760.0,2017-09-01
Iowa,156914832.0,2017-10-01
Iowa,141338144.0,2017-11-01
Iowa,137809536.0,2017-12-01
Iowa,133344192.0,2018-01-01
Iowa,118236176.0,2018-02-01
Iowa,135061888.0,2018-03-01
Iowa,134384768.0,2018-04-01
Iowa,152430352.0,2018-05-01
Iowa,147765104.0,2018-06-01
Iowa,151100320.0,2018-07-01
Iowa,153261248.0,2018-08-01
Iowa,138507936.0,2018-09-01
Iowa,140937200.0,2018-10-01
Iowa,141550416.0,2018-11-01
Iowa,138336032.0,2018-12-01
Iowa,127392200.0,2019-01-01
Iowa,117929168.0,2019-02-01
Iowa,134224032.0,2019-03-01
Iowa,139665808.0,2019-04-01
Iowa,148068480.0,2019-05-01
Iowa,145583456.0,2019-06-01
Iowa,156541888.0,2019-07-01
Iowa,152256768.0,2019-08-01
Iowa,137452688.0,2019-09-01
Iowa,146086720.0,2019-10-01
Iowa,138478336.0,2019-11-01
Iowa,140507152.0,2019-12-01
Iowa,129512066.0,2020-01-01
Iowa,122363953.0,2020-02-01
Iowa,120125825.0,2020-03-01
Iowa,99073350.0,2020-04-01
Iowa,113821778.0,2020-05-01
Iowa,132776526.0,2020-06-01
Iowa,134666899.0,2020-07-01
Iowa,139150517.0,2020-08-01
Iowa,125972418.0,2020-09-01
Iowa,137739509.0,2020-10-01
Iowa,114206311.0,2020-11-01
Iowa,126399175.0,2020-12-01
Iowa,120892196.0,2021-01-01
Iowa,112058502.0,2021-02-01
Iowa,130959085.0,2021-03-01
Iowa,137930109.0,2021-04-01
Iowa,147042536.0,2021-05-01
Iowa,149670306.0,2021-06-01
Iowa,150279603.0,2021-07-01
Iowa,150038571.0,2021-08-01
Iowa,139185545.0,2021-09-01
Iowa,159027285.0,2021-10-01
Iowa,137112206.0,2021-11-01
Iowa,131154859.0,2021-12-01
Iowa,144362035.0,2022-01-01
Iowa,109113437.0,2022-02-01
Iowa,130901906.0,2022-03-01
Iowa,143918905.0,2022-04-01
Iowa,143176453.0,2022-05-01
Iowa,139820470.0,2022-06-01
Iowa,149984863.0,2022-07-01
Iowa,148061141.0,2022-08-01
Iowa,139092558.0,2022-09-01
Iowa,148252097.0,2022-10-01
Iowa,132317389.0,2022-11-01
Iowa,136188990.0,2022-12-01
Iowa,138217895.0,2023-01-01
Iowa,113724878.0,2023-02-01
Iowa,127417619.0,2023-03-01
Iowa,143571938.0,2023-04-01
Iowa,150520530.0,2023-05-01
Iowa,146148549.0,2023-06-01
Iowa,147474400.0,2023-07-01
Iowa,145319327.0,2023-08-01
Iowa,137120080.0,2023-09-01
Iowa,145600116.0,2023-10-01
Iowa,141707123.0,2023-11-01
Iowa,124103730.0,2023-12-01
Kansas,99005646.0,2000-01-01
Kansas,109371248.0,2000-02-01
Kansas,117341117.0,2000-03-01
Kansas,119318377.0,2000-04-01
Kansas,120798343.0,2000-05-01
Kansas,118977698.0,2000-06-01
Kansas,118676825.0,2000-07-01
Kansas,120319109.0,2000-08-01
Kansas,112807385.0,2000-09-01
Kansas,112878033.0,2000-10-01
Kansas,111021182.0,2000-11-01
Kansas,117353732.0,2000-12-01
Kansas,108972210.0,2001-01-01
Kansas,98638725.0,2001-02-01
Kansas,108956187.0,2001-03-01
Kansas,113958495.0,2001-04-01
Kansas,117912063.0,2001-05-01
Kansas,117328829.0,2001-06-01
Kansas,117395891.0,2001-07-01
Kansas,115999521.0,2001-08-01
Kansas,101236134.0,2001-09-01
Kansas,105472764.0,2001-10-01
Kansas,105256069.0,2001-11-01
Kansas,101491144.0,2001-12-01
Kansas,112836055.0,2002-01-01
Kansas,105302540.0,2002-02-01
Kansas,113574386.0,2002-03-01
Kansas,125054415.0,2002-04-01
Kansas,122930359.0,2002-05-01
Kansas,124063808.0,2002-06-01
Kansas,123420474.0,2002-07-01
Kansas,123356424.0,2002-08-01
Kansas,112104135.0,2002-09-01
Kansas,118287221.0,2002-10-01
Kansas,121511466.0,2002-11-01
Kansas,124695685.0,2002-12-01
Kansas,113888070.0,2003-01-01
Kansas,100925047.0,2003-02-01
Kansas,116718152.0,2003-03-01
Kansas,112194773.0,2003-04-01
Kansas,122382652.0,2003-05-01
Kansas,121856427.0,2003-06-01
Kansas,127319474.0,2003-07-01
Kansas,119027540.0,2003-08-01
Kansas,111102051.0,2003-09-01
Kansas,118569614.0,2003-10-01
Kansas,109627385.0,2003-11-01
Kansas,123965649.0,2003-12-01
Kansas,110099380.0,2004-01-01
Kansas,101067217.0,2004-02-01
Kansas,122786683.0,2004-03-01
Kansas,112904605.0,2004-04-01
Kansas,117344653.0,2004-05-01
Kansas,115141193.0,2004-06-01
Kansas,118173920.0,2004-07-01
Kansas,115332078.0,2004-08-01
Kansas,112577871.0,2004-09-01
Kansas,112098741.0,2004-10-01
Kansas,108815584.0,2004-11-01
Kansas,118724390.0,2004-12-01
Kansas,102980425.0,2005-01-01
Kansas,97804325.0,2005-02-01
Kansas,115210318.0,2005-03-01
Kansas,113583455.0,2005-04-01
Kansas,119149722.0,2005-05-01
Kansas,129901261.0,2005-06-01
Kansas,117833807.0,2005-07-01
Kansas,118891867.0,2005-08-01
Kansas,104100135.0,2005-09-01
Kansas,107752687.0,2005-10-01
Kansas,106439112.0,2005-11-01
Kansas,114275454.0,2005-12-01
Kansas,103806752.0,2006-01-01
Kansas,99949867.0,2006-02-01
Kansas,119978894.0,2006-03-01
Kansas,110189617.0,2006-04-01
Kansas,114138325.0,2006-05-01
Kansas,115009506.0,2006-06-01
Kansas,112233793.0,2006-07-01
Kansas,124897027.0,2006-08-01
Kansas,106637077.0,2006-09-01
Kansas,111642940.0,2006-10-01
Kansas,109718951.0,2006-11-01
Kansas,102526968.0,2006-12-01
Kansas,105157982.0,2007-01-01
Kansas,98329301.0,2007-02-01
Kansas,121682885.0,2007-03-01
Kansas,109370380.0,2007-04-01
Kansas,115717525.0,2007-05-01
Kansas,113544928.0,2007-06-01
Kansas,116747666.0,2007-07-01
Kansas,115687938.0,2007-08-01
Kansas,109407415.0,2007-09-01
Kansas,115736236.0,2007-10-01
Kansas,110461596.0,2007-11-01
Kansas,108839499.0,2007-12-01
Kansas,107280267.0,2008-01-01
Kansas,102014949.0,2008-02-01
Kansas,109594138.0,2008-03-01
Kansas,109080386.0,2008-04-01
Kansas,114222495.0,2008-05-01
Kansas,108875708.0,2008-06-01
Kansas,113019118.0,2008-07-01
Kansas,111194350.0,2008-08-01
Kansas,105140768.0,2008-09-01
Kansas,110781697.0,2008-10-01
Kansas,105618539.0,2008-11-01
Kansas,114398573.0,2008-12-01
Kansas,105354323.0,2009-01-01
Kansas,98410272.0,2009-02-01
Kansas,112742766.0,2009-03-01
Kansas,109939837.0,2009-04-01
Kansas,115820943.0,2009-05-01
Kansas,115758628.0,2009-06-01
Kansas,116462972.0,2009-07-01
Kansas,112709308.0,2009-08-01
Kansas,109257573.0,2009-09-01
Kansas,111693613.0,2009-10-01
Kansas,106692663.0,2009-11-01
Kansas,113867672.0,2009-12-01
Kansas,102179217.0,2010-01-01
Kansas,97114062.0,2010-02-01
Kansas,110645539.0,2010-03-01
Kansas,111830158.0,2010-04-01
Kansas,115869410.0,2010-05-01
Kansas,117515505.0,2010-06-01
Kansas,119251979.0,2010-07-01
Kansas,117299246.0,2010-08-01
Kansas,111898036.0,2010-09-01
Kansas,112297078.0,2010-10-01
Kansas,109272817.0,2010-11-01
Kansas,114207562.0,2010-12-01
Kansas,102647977.0,2011-01-01
Kansas,92859446.0,2011-02-01
Kansas,108235010.0,2011-03-01
Kansas,107403320.0,2011-04-01
Kansas,110252047.0,2011-05-01
Kansas,113626215.0,2011-06-01
Kansas,112736749.0,2011-07-01
Kansas,114253199.0,2011-08-01
Kansas,108584420.0,2011-09-01
Kansas,109061433.0,2011-10-01
Kansas,107014093.0,2011-11-01
Kansas,111378813.0,2011-12-01
Kansas,103289904.0,2012-01-01
Kansas,101421352.0,2012-02-01
Kansas,108878816.0,2012-03-01
Kansas,107705520.0,2012-04-01
Kansas,116907776.0,2012-05-01
Kansas,113564808.0,2012-06-01
Kansas,110962312.0,2012-07-01
Kansas,113311432.0,2012-08-01
Kansas,106180416.0,2012-09-01
Kansas,111732240.0,2012-10-01
Kansas,105549120.0,2012-11-01
Kansas,107477680.0,2012-12-01
Kansas,101376232.0,2013-01-01
Kansas,92594632.0,2013-02-01
Kansas,105830320.0,2013-03-01
Kansas,107799352.0,2013-04-01
Kansas,114513504.0,2013-05-01
Kansas,112708704.0,2013-06-01
Kansas,112013808.0,2013-07-01
Kansas,114730512.0,2013-08-01
Kansas,107100480.0,2013-09-01
Kansas,112239512.0,2013-10-01
Kansas,107519304.0,2013-11-01
Kansas,110148488.0,2013-12-01
Kansas,105076464.0,2014-01-01
Kansas,94996632.0,2014-02-01
Kansas,107492168.0,2014-03-01
Kansas,109292208.0,2014-04-01
Kansas,117953224.0,2014-05-01
Kansas,112980984.0,2014-06-01
Kansas,115312096.0,2014-07-01
Kansas,114933800.0,2014-08-01
Kansas,108592512.0,2014-09-01
Kansas,112444528.0,2014-10-01
Kansas,108546440.0,2014-11-01
Kansas,113523344.0,2014-12-01
Kansas,106903224.0,2015-01-01
Kansas,100385784.0,2015-02-01
Kansas,108014000.0,2015-03-01
Kansas,109066336.0,2015-04-01
Kansas,114405232.0,2015-05-01
Kansas,114000352.0,2015-06-01
Kansas,114654192.0,2015-07-01
Kansas,93600192.0,2015-08-01
Kansas,105739112.0,2015-09-01
Kansas,113145296.0,2015-10-01
Kansas,105854368.0,2015-11-01
Kansas,111668288.0,2015-12-01
Kansas,107396480.0,2016-01-01
Kansas,104308136.0,2016-02-01
Kansas,114658848.0,2016-03-01
Kansas,114057896.0,2016-04-01
Kansas,119195128.0,2016-05-01
Kansas,121024072.0,2016-06-01
Kansas,122152304.0,2016-07-01
Kansas,120217856.0,2016-08-01
Kansas,115487360.0,2016-09-01
Kansas,116450800.0,2016-10-01
Kansas,113763344.0,2016-11-01
Kansas,117032408.0,2016-12-01
Kansas,103230960.0,2017-01-01
Kansas,96757912.0,2017-02-01
Kansas,103596976.0,2017-03-01
Kansas,108169856.0,2017-04-01
Kansas,104706960.0,2017-05-01
Kansas,119759824.0,2017-06-01
Kansas,115887600.0,2017-07-01
Kansas,120030808.0,2017-08-01
Kansas,110393408.0,2017-09-01
Kansas,115097096.0,2017-10-01
Kansas,107053016.0,2017-11-01
Kansas,115313920.0,2017-12-01
Kansas,107670968.0,2018-01-01
Kansas,99760040.0,2018-02-01
Kansas,116074488.0,2018-03-01
Kansas,113113568.0,2018-04-01
Kansas,124405304.0,2018-05-01
Kansas,120546784.0,2018-06-01
Kansas,119810568.0,2018-07-01
