area,Reformulated Motor Gasoline Bulk Sales (Volume),Reformulated Motor Gasoline DTW Sales Volume,Reformulated Motor Gasoline Rack Sales Volume,Reformulated Motor Gasoline Retail Sales by Refiners and Gas Plants,Reformulated Motor Gasoline Through Company Outlets Volume by Refiners and Gas Plants,Reformulated Motor Gasoline Wholesale/Resale Volume by Refiners and Gas Plants,Regular Gasoline Bulk Sales (Volume),Regular Gasoline DTW Sales Volume,Regular Gasoline Rack Sales Volume,Regular Gasoline Retail Sales by Refiners and Gas Plants,Regular Gasoline Through Company Outlets Volume by Refiners and Gas Plants,Regular Gasoline Wholesale/Resale Volume by Refiners and Gas Plants,Total Gasoline Bulk Sales (Volume),Total Gasoline DTW Sales Volume,Total Gasoline Rack Sales Volume,Total Gasoline Retail Sales by Refiners and Gas Plants,Total Gasoline Through Company Outlets Volume by Refiners and Gas Plants,Total Gasoline Wholesale/Resale Volume by Refiners and Gas Plants
CALIFORNIA,,18922.6,,8346.3,8337.9,30887.6,1199.8,14396.6,9560.9,6259.2,6251.6,25157.3,1351.5,18922.6,11436.3,8346.3,8337.9,31710.5
U.S.,9041.1,34228.7,53157,22721.9,22412.9,96426.8,45057.6,34836.8,190758.1,48145.3,47001.6,270652.6,47234.9,45085.9,223963.3,59094.7,57727.4,316284.1
CALIFORNIA,,19477.2,,8685.8,8674.5,30701.2,,14774.6,,6505,6494.1,24835.4,1092.9,19477.2,10946.2,8685.8,8674.5,31516.3
U.S.,10099.6,35719.9,52341.1,23824.2,23505.6,98160.6,48469.8,36079.6,192813.4,48299,47159.7,277362.8,51010.9,46646.4,226481.8,59426.1,58060.4,324139.1
CALIFORNIA,,19235.7,,8253.8,8239.9,29860.4,,14777.7,,6217.5,6204.2,24741.2,1298.1,19235.7,10471,8253.8,8239.9,31004.8
U.S.,6135.2,34344.2,49152.8,22154.3,21820.5,89632.2,33324.1,34476.7,178003.4,46197.6,45021.5,245804.1,35685,44155.5,208300.7,56531.8,55140.4,288141.1
CALIFORNIA,,19660.2,,8724.9,8714.3,31151.7,1201.1,15053.9,9399.5,6558.8,6548.6,25654.5,1313.3,19660.2,11222.9,8724.9,8714.3,32196.4
U.S.,6166.8,34734,52725.9,23355.9,23028.3,93626.6,41866,34833.4,189359.3,48776.5,47553.2,266058.6,43911.3,44839.2,222215.1,59960.4,58501.6,310965.6
CALIFORNIA,,19643.2,,8594.1,8576.8,31405.9,1330.1,15053.4,9484.4,6457.2,6440.6,25867.9,1469.1,19643.2,11311.2,8594.1,8576.8,32423.5
U.S.,7024.5,35449.7,52380.5,23443.8,23109.4,94854.7,36129,35448.5,191777.3,48821.7,47567.2,263354.7,39011,45454.9,224253.1,59859.7,58363.5,308718.9
CALIFORNIA,773.6,19610.8,11442.4,8451.9,8432.3,31826.8,1852.6,15323.2,9918.3,6469.6,6450.4,27094.2,2042.7,19610.8,11636.3,8451.9,8432.3,33289.8
U.S.,5418,34909,52883.9,23723.2,23402.4,93210.9,43959.4,35789.6,195820.4,50390.5,49112.1,275569.3,45950.2,45265.8,227897.5,61020.8,59516.8,319113.5
CALIFORNIA,,19486,,8346.8,8332,32184.9,1762.5,15410.7,10314.2,6467.8,6453.5,27487.3,2024.6,19486,11985.9,8346.8,8332,33496.5
U.S.,3509.2,34204.3,54013.6,23275.4,22972.1,91727.1,43533.2,35025,199990.2,49980.6,48706.5,278548.4,46089.6,43974.5,232856.5,60234,58720.2,322920.6
CALIFORNIA,,19728.1,,8730.8,8716.5,32995,1881.2,15450.5,11049.7,6703.9,6690,28381.4,2034.4,19728.1,12955.5,8730.8,8716.5,34718
U.S.,2644.1,35203.3,54241.4,24106.6,23772.1,92088.9,47756.5,36203.8,205037.9,51279.2,49971.7,288998.2,49758.7,45546.2,237308.7,61980.4,60404.2,332613.6
CALIFORNIA,,19513,,8533.4,8514.8,32390,1180.2,15299.8,10758.2,6531.4,6513.5,27238.2,1305.8,19513,12674.7,8533.4,8514.8,33493.5
U.S.,3275.8,34781,52206.9,23678,23351.4,90263.7,39812.2,35854.9,201932.3,50998,49763.5,277599.5,41994.3,45058.8,232084.8,61445.8,59959.8,319138
CALIFORNIA,,19490.2,,8765.9,8750.8,33091.5,1230.5,15221.5,11345.9,6681.8,6667.2,27797.9,1410.8,19490.2,13324.7,8765.9,8750.8,34225.7
U.S.,3270.5,34119.8,55713.9,23364.6,23037.9,93104.3,48972.1,34814.8,206473.2,51543.5,50315.3,290260.1,50903,44037.8,239784.1,62015.9,60574.2,334724.9
CALIFORNIA,838.6,18806.4,12786,8622.7,8610.7,32431,1611.9,14453.5,10970.9,6449.1,6438.2,27036.3,1864.8,18806.4,12996,8622.7,8610.7,33667.2
U.S.,4443.5,32359,54187.6,23019.5,22709.9,90990,44121.1,32362.3,196903,49131.7,47953.4,273386.4,46980.8,41470.6,228928.7,59783.4,58393.1,317380.1
CALIFORNIA,777,19263.1,12363.4,8507.1,8495.2,32403.5,1485.7,14753.8,10524.5,6329.4,6318.3,26764.1,1827.5,19263.1,12569,8507.1,8495.2,33659.6
U.S.,3650.9,34312.6,53634.6,23298.8,22971.1,91598.1,36156.3,33525.8,195025.6,49434.4,48281.4,264707.7,39079.6,42983.7,227083.6,60233.2,58871.5,309146.9
CALIFORNIA,,19242.4,,8071.6,8053.6,32544.8,1413.7,14745.8,10438.2,5967,5949.5,26597.8,1601.8,19242.4,12497,8071.6,8053.6,33341.2
U.S.,2227.4,35046.3,52926.6,22674.2,22335.3,90200.2,33948.7,34591.5,196037,48212.5,47027.9,264577.2,36347.5,44223,227956.1,58860.2,57470.5,308526.7
CALIFORNIA,614.2,19653.2,12344.5,7858.5,7848.1,32612,1438.7,15022.8,10459.5,5789.1,5778.9,26921.1,1659.6,19653.2,12529.1,7858.5,7848.1,33841.9
U.S.,2006.9,35687.5,53280.8,22414,22190.7,90975.2,40571.9,34908.4,195897.9,47463.6,46627.7,271378.2,43311.1,44689.5,227360,57862.5,56890.4,315360.7
CALIFORNIA,,18862.4,,,,,996.1,14452.5,10166.9,5751.2,5739.6,,1152.6,18862.4,12131.7,7778.7,7766.4,
U.S.,2525.3,33637.5,51314.8,21535.9,21240.1,,35527.4,32821.6,187099.9,44904.1,44054.5,,38293.3,42022,217302.3,54698.1,53713.8,
CALIFORNIA,581.4,19714.8,11195.8,,,,1134.2,15146,9584.7,5728.2,5714.4,,1280.1,19714.8,11508.9,7745,7730.6,
U.S.,2007.4,35247.4,51746.5,22246.8,21947.4,,38108.6,34444.3,193768.1,46784.3,45843.2,,40261.7,44064.6,225941,56954.9,55865.7,
CALIFORNIA,813.8,19985.9,12359.5,,,,1278.2,15574.4,10666.7,5780.9,5762.6,,1462.4,19985.9,12622.3,7732.6,7713.4,
U.S.,2995.6,35528.3,52830.9,22420.4,22040,,40070.2,35156.8,198130.9,47307.1,46328.8,,42084.5,44379,229916.7,57278.7,56146.6,
CALIFORNIA,,19703.4,,,,,1268.9,15397.1,10695.6,5682.9,5671.8,,1504.1,19703.4,12558.5,7550.3,7538.6,
U.S.,5197.3,34572.2,51486.5,22164.9,21882.8,,43628.4,34702.1,196545.6,47669.2,46827.5,,47119,43668.3,227691.2,57354.7,56372.7,
CALIFORNIA,,19329,,,,,1722.4,15137.9,10675.8,5893.3,5881.5,,1940.7,19329,12459,7777,7764.8,
U.S.,5690.8,34493.8,52306.6,23053,22733.1,,53987.7,34837.3,198592.1,49171.7,48204.8,,56296.8,43725,230144.8,58719.6,57604.6,
CALIFORNIA,,18991.2,,,,,1671.6,14780.4,10891.5,6820.1,6808.4,,1952.9,18991.2,12782.4,8963,8950.4,
U.S.,5743.9,33634.4,54453.6,24381.2,24056.9,,50461.9,33806.5,199490.7,50829.7,49918.1,,53761.5,42616.1,231737.5,60865.7,59809,
CALIFORNIA,,18713.1,,,,,1966.3,14542.5,10355.5,5988,5976.1,,2141.2,18713.1,12223.3,7980.1,7967.5,
U.S.,4979.9,33051.7,51837.5,23015.6,22705.8,,46946.8,33158.2,197420.9,48920.8,48092.6,,48934.5,41901.2,230439,58806.7,57838.6,
CALIFORNIA,,19089.8,,,,,1937.8,14728.1,10724.7,6053.2,6044.1,,2172.8,19089.8,12701.9,8143.8,8134.2,
U.S.,4660.2,33683.7,54277.2,23444.6,23120.3,,48934.8,33599,202358.6,49823.6,48876,,50453,42676.7,237116.6,60178.5,59078.9,
CALIFORNIA,876.8,18572.4,11698.6,8273.5,8261.9,,1413.7,14326.5,10075.1,6163.9,6153.2,,1587.1,18572.4,11985.2,8273.5,8261.9,
U.S.,5373.7,33090.7,51779,22940.2,22656.7,,53518.4,32935.2,191159.3,47858.9,47026.6,,55760.9,41873.2,223215.4,57912.9,56944,
CALIFORNIA,476.6,19436.2,11396.5,8264.4,8253.8,,796.4,15108.4,9844.3,6222.1,6212.1,,926.5,19436.2,11609.3,8264.4,8253.8,
U.S.,3866.4,34485.9,53208.8,22937,22682.8,,48055.7,34690.4,196782.3,47920.1,47161.7,,49916.7,43818.5,229681.7,57843.2,56953.2,
CALIFORNIA,,19020.8,,7960.2,7950.2,,1146.6,14925.5,9741.8,6040.6,6031,,1370.1,19020.8,11397.5,7960.2,7950.2,
U.S.,4041.8,33705.5,52560.8,22380.7,22145.5,,47964,34352.1,194681.9,47339.2,46604.6,,50253.2,42933.3,225231.9,56579,55724,
CALIFORNIA,684.4,18908.7,10961.9,8106.5,8099.4,,856.4,14761.5,9519.9,6130.7,6123.9,,1053.4,18908.7,11175.5,8106.5,8099.4,
U.S.,3931.3,33452.6,53142.7,21716.9,21502,,54166.5,33957.1,192110.5,45487.7,44811,,56787.7,42533.5,222280.3,54650,53855.9,
CALIFORNIA,,17763.7,,8083.5,8076.4,,1615.1,13910.7,9188.3,6173.4,6166.7,,1850.7,17763.7,10708.3,8083.5,8076.4,
U.S.,3860.7,31797.4,52776.9,21562.5,21331.4,,43231.5,32494.1,185933.3,45099,44153.6,,45346.6,40456.2,214879.2,53994.1,52896.1,
CALIFORNIA,918.8,18760.6,10254,8405.8,8390.5,,1805.9,14648.5,8907,6388.1,6373.4,,2030,18760.6,10470.8,8405.8,8390.5,
U.S.,4156.4,33108.3,53605.4,22355.6,22099.1,,46254.7,33803.1,189467.3,46935.1,45812,,48205.9,42128.2,219801.2,56157.4,54897.3,
CALIFORNIA,880.5,18926,10708,8350.8,8336.5,,1072.2,14991.1,9407.8,6409.1,6395.2,,1372.6,18926,10921.8,8350.8,8336.5,
U.S.,4871.5,33158.1,53598.5,22179.7,21926.5,,50448.2,34205.6,189997.3,46666.3,45763.4,,52513.4,42161.2,218590.6,55494.8,54447.2,
CALIFORNIA,1001.4,18446.1,11494.6,8169.9,8155.3,,1499.9,14719,10102.9,6332.2,6318,,1891.1,18446.1,11722.2,8169.9,8155.3,
U.S.,4679,32827.2,54374.2,22466,22202.1,,48376.5,34181.5,195476.3,47662.4,46613.7,,50889.1,41932.6,224014.7,56307.4,55118.8,
CALIFORNIA,1185.8,18360.7,11600.5,,,,1723.2,14770.5,10307.3,6275.2,6264.3,,1933.1,18360.7,11848.3,8038.7,8027.5,
U.S.,4998.6,32227.7,53940.4,22288.3,22019.7,,45019.3,33772.7,196610.2,48092,47050.4,,46989.6,41035.3,224116.9,56390.6,55206.6,
CALIFORNIA,960.1,17979.9,11743.5,,,,1805.7,14651.5,10552.1,6134.4,6106.5,,2015.2,17979.9,12023.2,7802.5,7772.6,
U.S.,5153.2,31686.3,54224.3,21879.8,21596,,45877.9,33416.3,197094.4,47963.3,46907.9,,48382.8,40241.5,224205.3,55938.5,54700.7,
CALIFORNIA,,17127.1,,,,,2002.9,13845.7,9976.7,6098.6,6086.9,,2261.1,17127.1,11481.5,7793,7780.9,
U.S.,4473.3,29979.8,53461.1,20949.2,20702.1,,41592.7,31749,193744.2,46912.6,45907.3,,43523.5,38418.5,221025.4,54802.5,53627.5,
CALIFORNIA,,17455,,,,,3164.8,14025.5,10080.7,6322.2,6310.2,,3572.9,17455,11631.8,8138.5,8126.1,
U.S.,6577,30085.5,55243.7,21088.7,20849.7,,47703,31472.8,196770.1,47335.8,46292,,49485.4,38350.2,224411.8,55628.2,54400.8,
CALIFORNIA,900.7,17743,11113.7,7942.1,7931.3,,,14138.2,,6010.2,6000.1,,2874.8,17743,11259.9,7942.1,7931.3,
U.S.,5061.5,30863.7,52309.9,20505.7,20272,,40094.7,31698,184563.7,45027.1,44012,,41689.9,38803.8,211380.8,53405.9,52217.2,
CALIFORNIA,933.8,17633.3,11812,7801.5,7787.7,,2478.4,14042.2,10051.1,5977.3,5963.6,,2666.6,17633.3,11935.2,7801.5,7787.7,
U.S.,4362.4,30711.5,57946.9,20205.2,19904.6,,41059.6,31250.1,196723.3,47004,45721.2,,42583.3,38456,225025.9,55210.7,53734.1,
CALIFORNIA,1112.4,17358.2,11973.3,7505.2,7499.4,,1349.1,13634.4,10355,5640.6,5635.2,,1567.3,17358.2,12152.6,7505.2,7499.4,
U.S.,4199.1,30351.6,56972.2,19595.4,19344.1,,35858.3,30573.7,192061.1,45680.5,44518.8,,37288.8,37965.3,219706.4,54080.6,52723.3,
CALIFORNIA,,18417.2,,7696.3,7685.7,,1681.1,14349.6,10267.8,5713.9,5703.7,,1883.2,18417.2,12129.3,7696.3,7685.7,
U.S.,3280.8,31545.6,56882.8,20038.1,19755,,39192.4,31097.6,193164.1,45237.2,44118.6,,41135.8,38951.6,222191,53931.5,52621.9,
CALIFORNIA,,18177.8,,,7114.2,,981.5,14386.9,9507.5,5382.4,5363,,1166.6,18177.8,11146.6,7135.2,7114.2,
U.S.,2529.4,31550.5,53695.2,18962,18622.4,,35284.7,31921.8,181170.4,43169,41519.2,,37026.4,39376,207927.9,51108.7,49276,
CALIFORNIA,446.4,19272.6,11002.5,,6596.9,,608.3,15320,9568.3,5002.3,4994.9,,718.5,19272.6,11202.7,6604.7,6596.9,
U.S.,2462.5,32841.3,55543.8,18605.6,18293.7,,32975.4,33387.5,190746.6,43193.4,41542.9,,34283,41127.1,218801.6,50968.4,49159.5,
CALIFORNIA,433.1,19757.4,11302.8,,7136.2,,965,15596.2,9719.5,5352.3,5343.2,,1099.4,19757.4,11467.5,7146.2,7136.2,
U.S.,2553,33342,54941.2,19044.5,18733,,29621.9,33544.4,190239.7,43280.1,41618.1,,31286.4,41513,218461.8,51298.4,49479.6,
CALIFORNIA,,19852.2,,,6838.8,,1450.6,15714.7,10086.5,5155,5144.5,,1616.8,19852.2,11805.8,6850.4,6838.8,
U.S.,3373,33385,56175.5,18925.3,18580.1,,33998.5,33687.8,194977.5,43275.1,41531.8,,35603.9,41701.2,224668.2,51215.6,49313.9,
CALIFORNIA,,19904.9,,,6902.4,,1506.7,15770.9,10217.6,5199.8,5189,,1708.7,19904.9,12008.3,6914,6902.4,
U.S.,3165.9,33509.1,56140,19071.8,18732.4,,36391.1,33904.4,197784,43144,41539.5,,38327.7,41853.2,227815.7,50957,49198.2,
CALIFORNIA,,19417.8,,,,,1646.3,15552.2,10810.1,5047,5036.3,,1837.6,19417.8,12589.1,6670.7,6659.6,
U.S.,4118.7,32752.9,59378.1,18550.7,18201.3,,50617.5,33138.3,207245.7,42895.5,41333.1,,52200.8,40676.3,237862.8,50419.6,48704.2,
CALIFORNIA,,19453.4,,,,,2272.5,15450.3,10447,5020.3,4963.2,,2567.7,19453.4,12269.6,6671,6605.9,
U.S.,4524.7,32064.1,57617.1,18169.7,17780.9,,41319.5,32445.3,205249.3,42028,40325.9,,43824.9,40050.1,236763.5,49677.9,47803.5,
CALIFORNIA,1074.2,19200.3,12237.5,,,,1764.8,15330.6,10609.9,5058.7,4999,,2010.3,19200.3,12405.7,6673,6607.5,
U.S.,4577.7,31811.6,57724.1,18334.8,17934.3,,43508.6,32367,201957.3,42328.5,40638.5,,45806.4,39730.3,232570.6,49966.5,48078,
CALIFORNIA,920.9,19099.6,12538.5,,,,1184.8,15247.8,10857.4,5007.8,4964.4,,1456.4,19099.6,12659.7,6617.1,6568.1,
U.S.,5490.6,31271.6,59597.5,17774.4,17389.1,,42526.4,31560.9,200599.3,41166.2,39504.4,,44651.1,38812,230716.8,48669.6,46823.2,
CALIFORNIA,,18949.7,,6472.2,,,988.1,15068.5,10534.4,4866.3,4837.9,,1152.5,18949.7,12300.7,6472.2,6440.6,
U.S.,4247.2,31433.5,58220.2,17668.3,17325.6,,40500.1,31474,198727.8,41056.9,39384.5,,42701.3,38752.3,227452.8,48461,46605.3,
CALIFORNIA,,18413,,6293.6,,,917.4,14580.2,9974.1,4706.1,4682.8,,1248.4,18413,11738.6,6293.6,6267.9,
U.S.,3707,30565.2,56614.4,17128.8,16835.5,,38315.1,30339.4,192683.7,40238.7,38614.1,,40992.4,37385.8,220606.1,47454.3,45658.6,
CALIFORNIA,,18774.2,,6330.2,,,1124.3,14873.2,10152.5,4738.6,4715.5,,1170.5,18774.2,11954.4,6330.2,6304.3,
U.S.,3485.6,30924.2,59030,17182.2,16875.8,,46321.4,30701.8,199850.7,40218.4,38547.7,,49424.6,37860.5,228874.9,47441.4,45599.7,
CALIFORNIA,,17630.2,,5928.1,,,1390,14055.7,9751.8,4507.5,4489.7,,1882.5,17630.2,11428.3,5928.1,5908.5,
U.S.,4209.3,28974.8,56128.2,15711.9,15446.2,,34835.1,28745.3,183463,37492.8,36049.8,,36916.5,35284.5,209745.5,44012.3,42395.5,
CALIFORNIA,,19001.9,,6125.3,,,2276.4,15047.7,10637.5,4626.9,4618.1,,2464.1,19001.9,12601.3,6125.3,6115.9,
U.S.,4308.5,29844.6,58794.3,15299.3,15030.9,,43032.2,29778.6,194567.7,37697.1,36180.2,,45133.1,36732,223114.2,44227.1,42558.8,
CALIFORNIA,,19266.7,,6152.7,,,,15341,11577.8,4648.2,4639.8,,3518.5,19266.7,13618.5,6152.7,6143.8,
U.S.,4534.2,30593.3,61373.1,15731.7,15454.5,,38707,30407.2,201367.4,38819.1,37222.6,,41082.3,37357.2,230638.4,45482.4,43735.4,
CALIFORNIA,,19048,,5874.1,,,1526.2,15151.4,11709.3,4449,4439.8,,1739,19048,13781.1,5874.1,5864.2,
U.S.,4215.8,30004.3,62929.2,15703.4,15416.5,,41271.2,30134,205940.3,39481.1,37775.6,,43216.2,37069.9,236028,46234.2,44376.1,
CALIFORNIA,,20178.3,,5840.2,,,2670.3,16023.4,11239.6,4406.2,4398.5,,2883.9,20178.3,13235,5840.2,5832.1,
U.S.,4831.9,30944.7,63487.6,15583.1,15338.2,,42354,30920.4,204712.7,39171.3,37596.3,,44276,38085.5,235734.7,46016.2,44307.9,
CALIFORNIA,,19836.4,,,,,1752.4,15767.8,11340.6,4412.7,4403.1,,1924.8,19836.4,13380.1,5821.1,5810.6,
U.S.,4455.4,30455.5,64318.9,15729.1,15466,,44934.4,30544.3,207445.4,39835.6,38363.5,,46833.6,37631.4,239706.4,46765.3,45161.3,
CALIFORNIA,,19105.8,,,,,2269.5,15235.7,11797.6,4278.4,4270.5,,2499.9,19105.8,13993.6,5650.9,5642.6,
U.S.,5132.4,28898.1,64920,15337.9,15086.4,,47424.6,29341.4,209404.3,38934,37362.4,,48988.2,36104.3,242874.9,45755.3,44055.8,
CALIFORNIA,,19126.2,,,,,1935.9,15246,11976,4304.1,4294.8,,2059,19126.2,14266.2,5686.2,5676.5,
U.S.,5567.1,28307.8,65921.8,15233.1,14969.6,,50147.9,28740.7,207593,38355.8,36922.2,,52176.6,35354.6,240712,45082.6,43523.7,
CALIFORNIA,988.5,18982.6,,,,,,15031.4,,4225.3,4216.4,,1975.3,18982.6,14898.2,5631.8,5622.5,
U.S.,4621.6,27448,65879.5,14746.3,14476.9,,39967,27770.7,204064.2,37266.2,35923.9,,42241.8,34332.1,236772.8,43876,42405.4,
CALIFORNIA,,18711.6,,,,,1823.4,14921.3,12086.3,4156.1,4147.4,,1879.9,18711.6,14502.8,5501.6,5492.5,
U.S.,3861.7,27214.8,64387.3,14612.8,14351.1,,38857.5,27780,201921.5,37132.5,35808.1,,40348.5,34102.2,233297,43624.1,42145.1,
CALIFORNIA,,18204.6,,,5461.4,,1361.3,14505.7,11456.4,4134.7,4126.7,,1523.1,18204.6,,5469.7,5461.4,
U.S.,5111.4,26510.5,63685.1,14405.1,14105.6,,37412.8,27058.2,200571,36594.8,35230.6,,40549.4,33170.9,231059.5,42857,41365.2,
CALIFORNIA,,17958.2,13696.9,,5378.4,,1918.7,14370.8,11530.2,4093.4,4082.8,,2025.6,17958.2,13696.9,5389.2,5378.4,
U.S.,4993.8,25938.2,65336.4,14283.9,13998,,37710.5,26807.1,204452.3,36366,35016.3,,39896.1,32669.2,234657,42417.1,40948.9,
CALIFORNIA,,17459.6,14376.2,,5244.8,,1091.5,14011.3,12041.1,3985.2,3977.9,,1192.7,17459.6,14376.2,5252.4,5244.8,
U.S.,4189.2,24418.3,63213.8,13606.9,13343.3,,32886.5,25217.8,190069.5,34706,33359.9,,35507.7,30658.5,217316.1,40331,38878,
CALIFORNIA,993.4,18213.3,,,5482.8,,1604.5,14656.4,11628.3,4188.3,4180.9,,1674.1,18213.3,13843.5,5490.5,5482.8,
U.S.,5281.6,24784.3,64770.7,13847.3,13576.3,,36462.1,25724.8,199067.2,35169.6,33821.7,,38293.9,31212.4,227751.3,40924.9,39471.5,
CALIFORNIA,,17906.5,,,5372.7,,1435.6,14609.5,11762,4157.4,4151.1,,1514.2,17906.5,13800.4,5379.5,5372.7,
U.S.,3992.4,24460.4,65557,14060.1,13809.1,,29212.4,25813.2,203141.1,35997.8,34615.8,,30274.2,30941.8,230304.8,41608.1,40120.4,
CALIFORNIA,,17984.7,13693.2,5425.4,5416.1,,610.1,14699.7,11685.8,4194.4,4185.5,,695,17984.7,13693.2,5425.4,5416.1,
U.S.,4167.8,24341.2,64425.7,14139.2,13901.9,,26721.6,25632.1,204782.3,36008.3,34633.8,,28477.5,30694.5,231672.4,41555,40080,
CALIFORNIA,,17828.8,14045.8,5422.3,5414.9,,1372.2,14528.1,11970.3,4162.6,4155.5,,1567.3,17828.8,14045.8,5422.3,5414.9,
U.S.,4313.2,23877.1,65994.5,13964,13719.8,,31401,24897,204784,35684.9,34375.8,,33281.2,29911.2,232604.5,41172.9,39768.3,
CALIFORNIA,,17955.2,,5545.4,5539.4,,2111.5,14529,12128.8,4231,4225.2,,2257.3,17955.2,14334.4,5545.4,5539.4,
U.S.,5129.1,24114.2,67814.6,14482.4,14247.1,,30459.6,24930.5,210698.9,36660.5,35337.2,,32011.6,30147.4,240531.5,42477.2,41039.6,
CALIFORNIA,,18007.6,,5608.7,5601.1,,2017.6,14543.1,11895.6,4261.8,4254.6,,2208.6,18007.6,14133.3,5608.7,5601.1,
U.S.,4923.6,24214,66091.4,14638.3,14397.5,,26648.4,25104.2,208141.6,36520.9,35229.9,,28930,30425.2,238325.6,42448.3,41050.3,
CALIFORNIA,,18083.3,,5642.7,5633.9,,2414.6,14566.1,12271.1,4295.5,4286.8,,2648.2,18083.3,14613,5642.7,5633.9,
U.S.,4555.7,24024.5,67916.5,14660.7,14414.6,,31772.1,24857.9,212589.9,36500.9,35147.6,,33145.1,30191.5,243234.6,42351.8,40887.8,
CALIFORNIA,,17645.9,,5650.1,5642.4,,1888.7,14273.7,12398.5,4306.8,4299.3,,1972.5,17645.9,14676.3,5650.1,5642.4,
U.S.,3929,23512.8,67430.3,14560.7,14327.1,,32101.6,24348.6,206389.1,36130.5,34792.4,,33987.6,29492.8,235617.9,41972.6,40524.6,
CALIFORNIA,,17398.1,,,,,1377.5,14026.5,12190.3,4208.9,4201,,1418.3,17398.1,14525.1,5559.1,5550.6,
U.S.,4566.4,23333.2,67013.9,13727.2,13500.6,,25905,24256.7,204101.2,26926.3,25585.4,,26943.8,29402.5,233132.4,32015,30568.7,
CALIFORNIA,,16921.9,,,,,820.2,13629.1,12359.3,3741.8,3735.1,,889.6,16921.9,14801.9,4950,4943,
U.S.,4160.1,22833.9,67453.8,12959.9,12699.1,,28479.3,23793.8,206701.7,26085.8,24670.4,,31826.6,28869.5,236018.3,30971.6,29433.1,
CALIFORNIA,,17406.6,,,,,1114.5,13934.9,12815.9,3725.4,3717.2,,1169.6,17406.6,15398,4957.1,4948.5,
U.S.,3814.4,23347.6,68879.3,12605.2,12348.2,,34147.2,24105.9,207536.2,25627.5,24157.7,,38102,29382,237274.8,30413.9,28812.4,
CALIFORNIA,,16598.1,14184.3,,,,1262.8,13341.7,11791.5,3592.9,3587.1,,1297,16598.1,14184.3,4756.6,4750.6,
U.S.,3997.4,22331.7,64591.9,11745.1,11495.8,,28526.6,23045.8,196131.7,24013,22699.8,,30626.9,27977.2,223488.5,28389.9,26973.5,
CALIFORNIA,,17486.4,15121.9,,,,1733.8,14147.2,12651.3,3795.7,3788.1,,1812.8,17486.4,15121.9,4983.7,4976,
U.S.,4559.9,23335.8,68409.9,12013.8,11718.3,,24537.1,24195,208201.7,25032.2,23553.9,,27257.2,29255.1,236847.9,29546.8,27922.3,
CALIFORNIA,,17020.4,15247.9,,,,1252.2,13857.1,12877.9,3723.6,3716.3,,1292.4,17020.4,15247.9,4878.9,4871.3,
U.S.,4398.2,22786.9,67983,11921.8,11620,,25034.8,23938.7,209245.3,25044,23535.2,,27637.7,28757,237407.3,29496.5,27852.3,
CALIFORNIA,,17096.4,15337.9,,,,969.5,13824.2,12812.9,3675.5,3667.4,,1048,17096.4,15337.9,4863.5,4855.1,
U.S.,3571.2,22420.2,68210.6,11981.2,11702.1,,22286.8,23404.9,210211.4,25161.4,23651.1,,25503.4,28275.6,238922,29684,28020,
CALIFORNIA,,17283.3,15837.9,,,,1277.8,13993.4,13253.7,3705.1,3698.2,,1328.4,17283.3,15837.9,4912,4904.7,
U.S.,4788.8,22179.9,71811.8,12143.6,11838.3,,24133.3,23366.3,213843.7,25579.8,24059.7,,27769.4,28257.6,245205.8,30292.5,28618.5,
CALIFORNIA,,17181.6,16346.5,,,,1679.5,13811.6,13626,3706.2,3698.6,,1834.7,17181.6,16346.5,4968.1,4960.1,
U.S.,5813.6,22178.6,74159.4,12505.6,12192.3,,28588.3,23251.5,219218.3,26499.3,24830.7,,31596,28258.1,251858.4,31458.8,29620,
CALIFORNIA,,16666.1,15720.4,,,,1467.3,13363,13044.4,3841.5,3834.2,,1550.7,16666.1,15720.4,5140.2,5132.5,
U.S.,3897.8,21700.2,71340.3,12531.2,12259.8,,24063.5,23000.1,213913.9,26079.2,24547,,26059.4,27979.5,246211.5,30970.7,29292.1,
CALIFORNIA,,16907.5,,,,,1293,13676.8,13762.6,4150.6,4143.7,,1320.5,16907.5,16451.7,5451.5,5443.9,
U.S.,4483.8,21943.9,73277.3,13012.4,12718.5,,22142.5,23403,218787.5,27012.5,25417.6,,24165.9,28289.1,250771,31923.9,30178.7,
CALIFORNIA,,16660.6,15483.6,,,,1181.7,13450.5,12921.7,3943.8,3935,,1260.3,16660.6,15483.6,5242.8,5233.7,
U.S.,4500.2,21566.4,70406,12496.2,12204.7,,22013.3,22767.1,207437.9,25831.3,24254.3,,24153,27555.1,236520.8,30562.6,28843.6,
CALIFORNIA,,16303.1,15630.6,,,,1377.1,13245.2,13187,3859.4,3852,,1472.2,16303.1,15630.6,5086.3,5078.7,
U.S.,3869.1,18736,70500.3,11351.7,11056.4,,26415.9,19833.4,209594.1,24272,22600.3,,29176.4,23969.7,238889.8,28505.3,26692.1,
CALIFORNIA,,16011.5,,,,,1113.8,12829.6,12473.7,3811.3,3805.9,,1210.5,16011.5,15043,5131.2,5125.6,
U.S.,3771.5,18499.4,67773.6,11365,11081.7,,30443.1,19408.9,203794,23938.3,22354.8,,33309.6,23699.5,233293.2,28132.8,26403.2,
CALIFORNIA,,16186.1,14820.5,,,,1470.9,12936.3,12279.3,3795,3790.1,,1675.8,16186.1,14820.5,5112.7,5107.5,
