national retail excl. ca (nominal) (severin),ca total fees and taxes (severin),cax cost (severin),lcfs cost (severin),unexplained differential (nominal) (severin),explained differential (nominal) (severin),quantity gas sold (severin),annual average daily usage (severin),extra payment (severin),unexplained differential (real) (severin),california gas (retail) (nominal) (severin),average state tax excl. ca (severin),ust fee (severin),ca state gas tax (severin),ca state.local tax cost (severin),date
3.544666667,0.735159806,0.0,0.01,0.016489104,0.446844229,1241703883.0,39.81265273,20474584.61,0.02171792,4.008,0.204315577,0.02,0.395,0.541159806,2013-07-01
3.541,0.730847458,0.0,0.01,-0.112052731,0.442052731,1275028439.0,39.81265273,-142870418.3,-0.147408149,3.871,0.204794727,0.02,0.395,0.536847458,2013-08-01
3.486444444,0.733082324,0.0,0.01,0.011019639,0.444535916,1196126013.0,39.81265273,13180877.45,0.014479769,3.942,0.204546408,0.02,0.395,0.539082324,2013-09-01
3.295444444,0.728014528,0.0,0.01,0.046650525,0.438905031,1242839671.0,39.81265273,57979122.67,0.061456902,3.781,0.205109497,0.02,0.395,0.534014528,2013-10-01
3.204,0.722128329,0.0,0.01,-0.04236481,0.43236481,1172066456.0,39.81265273,-49654373.1,-0.05592517,3.594,0.205763519,0.02,0.395,0.528128329,2013-11-01
3.240666667,0.722128329,0.0,0.01,-0.079031477,0.43236481,1216937753.0,39.81265273,-96176388.03,-0.104337258,3.594,0.205763519,0.02,0.395,0.528128329,2013-12-01
3.279111111,0.716883777,0.0,0.01,-0.081648641,0.42053753,1174580507.0,40.27644114,-95902902.58,-0.107392907,3.618,0.212346247,0.014,0.395,0.522883777,2014-01-01
3.320333333,0.71874092,0.0,0.01,-0.065934356,0.422601022,1107924666.0,40.27644114,-73050298.98,-0.086404305,3.677,0.212139898,0.014,0.395,0.52474092,2014-02-01
3.488333333,0.726861985,0.0,0.01,0.015042238,0.431624428,1246115090.0,40.27644114,18744360.21,0.019586109,3.935,0.211237557,0.014,0.395,0.532861985,2014-03-01
3.605444444,0.733975787,0.0,0.01,0.116026903,0.439528652,1210319338.0,40.27644114,140429604.9,0.150579205,4.161,0.210447135,0.014,0.395,0.539975787,2014-04-01
3.617666667,0.734290557,0.0,0.01,0.113454937,0.439878397,1272686261.0,40.27644114,144392539.3,0.146728852,4.171,0.21041216,0.014,0.395,0.540290557,2014-05-01
3.645111111,0.732496368,0.0,0.01,0.031004036,0.437884853,1217309896.0,40.27644114,37741519.25,0.040022332,4.114,0.210611515,0.014,0.395,0.538496368,2014-06-01
3.561,0.695828087,0.0,0.01,0.102857681,0.397142319,1250901273.0,40.27644114,128664804.0,0.132828229,4.061,0.214685768,0.014,0.36,0.501828087,2014-07-01
3.439777778,0.691138015,0.0,0.01,0.080291095,0.391931127,1285170048.0,40.27644114,103187710.4,0.103859717,3.912,0.215206887,0.014,0.36,0.497138015,2014-08-01
3.365222222,0.686762712,0.0,0.01,0.020708098,0.38706968,1222879913.0,40.27644114,25323516.99,0.026766603,3.773,0.215693032,0.014,0.36,0.492762712,2014-09-01
3.130444444,0.679302663,0.0,0.01,0.026774818,0.378780737,1271773798.0,40.27644114,34051512.49,0.034695409,3.536,0.216521926,0.014,0.36,0.485302663,2014-10-01
2.881666667,0.668254237,0.0,0.01,-0.063171375,0.366504708,1194414902.0,40.27644114,-75452831.4,-0.082303272,3.185,0.217749529,0.014,0.36,0.474254237,2014-11-01
2.507,0.658244552,0.0,0.01,0.004617164,0.355382836,1248556730.0,40.27644114,5764791.66,0.006049808,2.867,0.218861716,0.014,0.36,0.464244552,2014-12-01
2.068111111,0.744171913,0.09,0.01,0.04425343,0.434635459,1216497576.0,41.38508591,53834190.55,0.058258833,2.547,0.225536454,0.02,0.36,0.460171913,2015-01-01
2.161555556,0.749176755,0.09,0.01,0.10424805,0.440196395,1148447060.0,41.38508591,119723366.0,0.13664719,2.706,0.224980361,0.02,0.36,0.465176755,2015-02-01
2.366888889,0.769070218,0.09,0.01,0.508810869,0.462300242,1287581812.0,41.38508591,655135620.6,0.662997679,3.338,0.222769976,0.02,0.36,0.485070218,2015-03-01
2.386666667,0.765041162,0.09,0.01,0.36550982,0.457823514,1254633595.0,41.38508591,458580899.2,0.475305355,3.21,0.223217649,0.02,0.36,0.481041162,2015-04-01
2.603111111,0.782101695,0.09,0.01,0.672109228,0.476779661,1278463759.0,41.38508591,859267289.9,0.869571785,3.752,0.221322034,0.02,0.36,0.498101695,2015-05-01
2.719444444,0.775585956,0.09,0.01,0.356015604,0.469539952,1262121393.0,41.38508591,449334910.0,0.459003499,3.545,0.222046005,0.02,0.36,0.491585956,2015-06-01
2.687222222,0.722196126,0.09,0.01,0.65755986,0.410217918,1279082202.0,41.38508591,841073113.8,0.847721386,3.755,0.227978208,0.02,0.3,0.438196126,2015-07-01
2.535555556,0.715428571,0.09,0.01,0.601746032,0.402698413,1315596270.0,41.38508591,791654834.9,0.776866863,3.54,0.228730159,0.02,0.3,0.431428571,2015-08-01
2.280888889,0.702271186,0.09,0.01,0.453032015,0.388079096,1264298745.0,41.38508591,572767808.1,0.585785846,3.122,0.23019209,0.02,0.3,0.418271186,2015-09-01
2.223,0.695062954,0.09,0.01,0.289930051,0.380069949,1303962044.0,41.38508591,378057782.1,0.375058102,2.893,0.230993005,0.02,0.3,0.411062954,2015-10-01
2.090444444,0.691065375,0.09,0.01,0.299927361,0.375628195,1224602888.0,41.38508591,367291912.2,0.388811436,2.766,0.231437181,0.02,0.3,0.407065375,2015-11-01
1.961777778,0.689743341,0.09,0.01,0.388062954,0.374159268,1270061496.0,41.38508591,492863815.9,0.504791109,2.724,0.231584073,0.02,0.3,0.405743341,2015-12-01
1.858,0.714128329,0.1,0.023,0.517968523,0.392031477,1221372599.0,42.31919248,632632561.1,0.672659902,2.768,0.238096852,0.02,0.3,0.407128329,2016-01-01
1.690777778,0.707268765,0.1,0.027,0.348256928,0.383965295,1224425194.0,42.31919248,426414556.2,0.451891971,2.423,0.239303471,0.02,0.3,0.396268765,2016-02-01
1.896111111,0.711627119,0.1,0.025,0.339858757,0.389030132,1300298942.0,42.31919248,441917982.2,0.439103874,2.625,0.238596987,0.02,0.3,0.402627119,2016-03-01
2.040222222,0.717128329,0.1,0.026,0.332746301,0.395031477,1274448751.0,42.31919248,424068107.4,0.427885811,2.768,0.238096852,0.02,0.3,0.407128329,2016-04-01
2.208888889,0.718135593,0.1,0.026,0.194960452,0.396150659,1323331105.0,42.31919248,257997230.3,0.249693739,2.8,0.237984934,0.02,0.3,0.408135593,2016-05-01
2.309444444,0.718496368,0.1,0.024,0.168781813,0.396773742,1295550673.0,42.31919248,218665391.8,0.215458054,2.875,0.237722626,0.02,0.3,0.410496368,2016-06-01
2.170333333,0.691929782,0.1,0.02,0.318966909,0.367699758,1331548556.0,42.31919248,424719926.8,0.407836444,2.857,0.240230024,0.02,0.278,0.387929782,2016-07-01
2.120888889,0.682736077,0.1,0.016,0.213182136,0.357928975,1363294300.0,42.31919248,290629991.0,0.272328143,2.692,0.240807103,0.02,0.278,0.382736077,2016-08-01
2.160333333,0.689467312,0.1,0.021,0.221814097,0.364852569,1288772790.0,42.31919248,285867973.2,0.282675436,2.747,0.240614743,0.02,0.278,0.384467312,2016-09-01
2.187,0.689355932,0.1,0.019,0.255048964,0.364951036,1318576424.0,42.31919248,336301551.2,0.324624558,2.807,0.240404896,0.02,0.278,0.386355932,2016-10-01
2.120888889,0.689995157,0.1,0.022,0.245783158,0.365327953,1251416220.0,42.31919248,307577031.1,0.313318459,2.732,0.240667205,0.02,0.278,0.383995157,2016-11-01
2.206555556,0.685389831,0.1,0.019,0.113900188,0.360544256,1294921318.0,42.31919248,147491782.0,0.14514971,2.681,0.240845574,0.02,0.278,0.382389831,2016-12-01
2.3,0.714820823,0.11,0.035,0.108532419,0.381467581,1228865654.0,42.7006276,133371761.6,0.137507887,2.79,0.249353242,0.02,0.278,0.385820823,2017-01-01
2.239111111,0.718905569,0.11,0.036,0.262993812,0.385895077,1161081695.0,42.7006276,305357301.3,0.332161629,2.888,0.249010492,0.02,0.278,0.388905569,2017-02-01
2.249888889,0.72246247,0.11,0.036,0.361263923,0.389847189,1343199458.0,42.7006276,485249504.9,0.455906384,3.001,0.248615281,0.02,0.278,0.39246247,2017-03-01
2.351222222,0.720714286,0.11,0.034,0.269650794,0.388126984,1286102023.0,42.7006276,346798431.2,0.339286652,3.009,0.248587302,0.02,0.278,0.392714286,2017-04-01
2.318555556,0.718784504,0.11,0.031,0.338128329,0.386316115,1355006663.0,42.7006276,458166139.1,0.425084812,3.043,0.248468388,0.02,0.278,0.393784504,2017-05-01
2.271888889,0.717154964,0.11,0.03,0.366494485,0.384616626,1317369673.0,42.7006276,482808719.6,0.460328324,3.023,0.248538337,0.02,0.278,0.393154964,2017-06-01
2.227777778,0.743857143,0.12,0.03,0.309047619,0.413174603,1335680621.0,42.7006276,412788915.7,0.388441292,2.95,0.24668254,0.02,0.297,0.409857143,2017-07-01
2.308888889,0.749060533,0.12,0.033,0.311932741,0.39917837,1377920826.0,42.7006276,429818620.8,0.390897073,3.02,0.265882163,0.02,0.297,0.412060533,2017-08-01
2.587777778,0.754467312,0.12,0.034,0.167147431,0.405074791,1298535079.0,42.7006276,217046802.2,0.208356801,3.16,0.265392521,0.02,0.297,0.416467312,2017-09-01
2.441111111,0.752949153,0.12,0.035,0.235612053,0.403276836,1339509988.0,42.7006276,315604697.9,0.293886784,3.08,0.265672316,0.02,0.297,0.413949153,2017-10-01
2.489444444,0.879464367,0.11963628,0.037,0.201888068,0.543667488,1245965360.0,42.7006276,251545538.8,0.251815606,3.235,0.251796879,0.02,0.417,0.538828087,2017-11-01
2.404444444,0.876657902,0.1181349,0.039,0.185061764,0.540493792,1299395745.0,42.7006276,240468468.7,0.230963874,3.13,0.252164111,0.02,0.417,0.535523002,2017-12-01
2.482222222,0.901489382,0.11544822,0.064,0.167283822,0.560493956,1237429754.0,42.52491074,207001978.7,0.207645152,3.21,0.256995426,0.02,0.417,0.538041162,2018-01-01
2.501222222,0.919179455,0.11544822,0.077,0.27907263,0.578705148,1184216689.0,42.52491074,330482466.1,0.344842003,3.359,0.256474307,0.02,0.417,0.542731235,2018-02-01
2.499222222,0.912005121,0.11544822,0.068,0.346044113,0.571733665,1306951656.0,42.52491074,452262925.9,0.426632064,3.417,0.256271455,0.02,0.417,0.544556901,2018-03-01
2.668,0.920759457,0.1157643,0.072,0.309018858,0.580981142,1345629191.0,42.52491074,415824796.5,0.37947579,3.558,0.255778316,0.02,0.417,0.548995157,2018-04-01
2.821,0.928742508,0.1157643,0.078,0.210815469,0.589184531,1335455368.0,42.52491074,281534649.2,0.257809618,3.621,0.255557977,0.02,0.417,0.550978208,2018-05-01
2.812111111,0.936112968,0.1157643,0.086,0.192403846,0.596485043,1294694748.0,42.52491074,249104249.4,0.234919317,3.601,0.255627926,0.02,0.417,0.550348668,2018-06-01
2.773333333,0.964038901,0.1189251,0.113,0.132504009,0.624162657,1317182454.0,42.52491074,174531956.4,0.161772502,3.53,0.255876244,0.02,0.417,0.548113801,2018-07-01
2.764333333,0.969496529,0.1189251,0.12,0.090662202,0.626004465,1360722426.0,42.52491074,123366090.9,0.1106269,3.481,0.259492063,0.02,0.417,0.546571429,2018-08-01
2.760555556,0.971566746,0.1189251,0.121,0.126250848,0.628193596,1276672486.0,42.52491074,161180984.4,0.153873707,3.515,0.25937315,0.02,0.417,0.547641646,2018-09-01
2.768222222,0.976949313,0.1189251,0.121,0.283603552,0.634174226,1351752385.0,42.52491074,383361778.0,0.34504454,3.686,0.258775087,0.02,0.417,0.553024213,2018-10-01
2.545777778,0.979132817,0.12113766,0.125,0.376312165,0.635910057,1236042647.0,42.52491074,465137884.7,0.459376523,3.558,0.25922276,0.02,0.417,0.548995157,2018-11-01
2.263111111,0.979920736,0.12429846,0.131,0.393121233,0.635767656,1273868662.0,42.52491074,500784819.5,0.481433581,3.292,0.26015308,0.02,0.417,0.540622276,2018-12-01
2.147111111,0.983770644,0.12342924,0.14,0.370413644,0.638475245,1231039407.0,42.25699642,455993792.7,0.452761633,3.156,0.2612954,0.02,0.417,0.536341404,2019-01-01
2.214666667,0.984702818,0.12429846,0.14,0.30391892,0.639414414,1146563762.0,42.25699642,348462419.8,0.369920554,3.158,0.261288405,0.02,0.417,0.536404358,2019-02-01
2.432444444,0.988165288,0.12429846,0.14,0.192293953,0.643261602,1291224740.0,42.25699642,248294709.8,0.232741178,3.268,0.260903686,0.02,0.417,0.539866828,2019-03-01
2.684444444,0.995540591,0.12429846,0.13,0.482988061,0.652567494,1276843472.0,42.25699642,616700153.2,0.581501009,3.82,0.258973097,0.02,0.417,0.557242131,2019-04-01
2.738111111,1.014129609,0.1378899,0.131,0.537288201,0.671600688,1294569692.0,42.25699642,695557020.4,0.64550239,3.947,0.258528921,0.02,0.417,0.561239709,2019-05-01
2.604777778,1.0068899,0.1378899,0.131,0.448665656,0.663556567,1282276623.0,42.25699642,575313481.7,0.538923222,3.717,0.259333333,0.02,0.417,0.554,2019-06-01
2.645,1.064049706,0.1378899,0.136,0.223488093,0.726511907,1514230979.0,42.25699642,338412593.9,0.267999131,3.595,0.253537799,0.02,0.473,0.606159806,2019-07-01
2.525333333,1.060201226,0.13559832,0.138,0.234398452,0.722268215,1346921123.0,42.25699642,315716225.6,0.281096695,3.482,0.25393301,0.02,0.473,0.602602906,2019-08-01
2.479,1.064198804,0.13559832,0.138,0.403290031,0.726709969,1273221583.0,42.25699642,513477571.4,0.483257245,3.609,0.253488835,0.02,0.473,0.606600484,2019-09-01
2.47,1.07976539,0.13559832,0.14,0.837104935,0.732895065,1303322996.0,42.25699642,1091018112.0,1.000804025,4.04,0.262870326,0.02,0.473,0.62016707,2019-10-01
2.456777778,1.075118504,0.134334,0.142,0.684572107,0.727650115,1229130465.0,42.25699642,841428432.3,0.818881935,3.869,0.263468388,0.02,0.473,0.614784504,2019-11-01
2.446555556,1.066479278,0.134334,0.144,0.366615691,0.717828754,1238695971.0,42.25699642,454125378.9,0.438943302,3.531,0.264650525,0.02,0.473,0.604145278,2019-12-01
2.452111111,1.097702039,0.134334,0.179,0.211368179,0.74752071,1222308687.0,34.15586206,258357161.6,0.252089805,3.411,0.266181329,0.02,0.473,0.600368039,2020-01-01
2.339555556,1.10309736,0.14120874,0.179,0.271692793,0.752751651,1195822723.0,34.15586206,324896416.1,0.323150765,3.364,0.266345709,0.02,0.473,0.59888862,2020-02-01
2.128444444,1.0864315,0.14120874,0.168,0.320099304,0.735456251,1018254473.0,34.15586206,325942548.2,0.381555791,3.184,0.266975249,0.02,0.473,0.59322276,2020-03-01
1.740666667,1.068581621,0.14120874,0.164,0.287265836,0.716067497,713648347.0,34.15586206,205006789.2,0.344723709,2.744,0.268514124,0.02,0.473,0.579372881,2020-04-01
1.779444444,1.076724478,0.14120874,0.174,0.182662662,0.722892894,923929609.0,34.15586206,168767441.6,0.219193912,2.685,0.269831585,0.02,0.473,0.577515738,2020-05-01
1.992333333,1.075742406,0.13180536,0.176,0.174042367,0.7226243,1028732844.0,34.15586206,179043098.8,0.207713003,2.889,0.269118106,0.02,0.473,0.583937046,2020-06-01
2.089888889,1.10389737,0.13180536,0.168,0.176314629,0.754796482,1089147922.0,34.15586206,192032712.1,0.209365839,3.021,0.265100888,0.02,0.505,0.62009201,2020-07-01
2.082888889,1.101565651,0.13180536,0.164,0.238460984,0.752650127,1117990028.0,34.15586206,266597002.0,0.282271829,3.074,0.264915523,0.02,0.505,0.621760291,2020-08-01
2.082111111,1.10810076,0.13180536,0.17,0.249644196,0.759244693,997826694.0,34.15586206,249101642.9,0.295098661,3.091,0.264856067,0.02,0.505,0.6222954,2020-09-01
2.058666667,1.102873157,0.13180536,0.166,0.239452644,0.75388069,1123028967.0,34.15586206,268912255.2,0.282934061,3.052,0.264992467,0.02,0.505,0.621067797,2020-10-01
2.005666667,1.108124686,0.13378086,0.17,0.264281556,0.759051777,1038517621.0,34.15586206,274461052.7,0.312462372,3.029,0.265072908,0.02,0.505,0.620343826,2020-11-01
2.099222222,1.109006042,0.13378086,0.17,0.197746716,0.760031062,1028344721.0,34.15586206,203351791.5,0.233577746,3.057,0.26497498,0.02,0.505,0.621225182,2020-12-01
2.240444444,1.140751804,0.13378086,0.198,0.146695869,0.788859687,994642014.0,37.85634527,145909874.1,0.1725427,3.176,0.267892117,0.02,0.505,0.624970944,2021-01-01
2.407,1.147009111,0.1406556,0.192,0.144284943,0.795715057,975104220.0,37.85634527,140692857.2,0.168783003,3.347,0.267294054,0.02,0.505,0.630353511,2021-02-01
2.712,1.155868675,0.1406556,0.19,0.174218761,0.805781239,1138095720.0,37.85634527,198277626.3,0.202365854,3.692,0.266087436,0.02,0.505,0.641213075,2021-03-01
2.750888889,1.146960685,0.1406556,0.177,0.273783195,0.797327916,1154736838.0,37.85634527,316147540.6,0.315423657,3.822,0.265632768,0.02,0.505,0.645305085,2021-04-01
2.874222222,1.171899004,0.1485576,0.189,0.284951951,0.822825827,1207155882.0,37.85634527,343981423.4,0.325680089,3.982,0.265073177,0.02,0.505,0.650341404,2021-05-01
2.949555556,1.168424428,0.1485576,0.182,0.329923702,0.814520742,1195817148.0,37.85634527,394528420.5,0.373608575,4.094,0.269903686,0.02,0.505,0.653866828,2021-06-01
3.021666667,1.174659295,0.1485576,0.18,0.321662739,0.821670594,1231371893.0,37.85634527,396086455.8,0.362509923,4.165,0.268988701,0.02,0.511,0.662101695,2021-07-01
3.038666667,1.209327254,0.1841166,0.177,0.336760451,0.856572882,1234142342.0,37.85634527,415610332.2,0.37874241,4.232,0.268754372,0.02,0.511,0.664210654,2021-08-01
3.058666667,1.190012484,0.1841166,0.158,0.326110196,0.837223138,1184231740.0,37.85634527,386190044.6,0.365771026,4.222,0.268789346,0.02,0.511,0.663895884,2021-09-01
3.177777778,1.20578246,0.1841166,0.171,0.278921334,0.853300888,1202071427.0,37.85634527,335283365.8,0.310265432,4.31,0.268481571,0.02,0.511,0.66666586,2021-10-01
3.271111111,1.228271779,0.22331052,0.148,0.362399192,0.876489697,1142181538.0,37.85634527,413925666.6,0.401153172,4.51,0.267782082,0.02,0.511,0.672961259,2021-11-01
3.173555556,1.228208825,0.22331052,0.148,0.458024697,0.876419748,1162635319.0,37.85634527,532515689.2,0.505451598,4.508,0.267789077,0.02,0.511,0.672898305,2021-12-01
3.183888889,1.248799624,0.22331052,0.169,0.414146031,0.89696508,1070623977.0,37.35119003,443394670.7,0.453215828,4.495,0.267834544,0.02,0.511,0.672489104,2022-01-01
3.400222222,1.248130225,0.2303433,0.159,0.271226783,0.896550994,1069476614.0,37.35119003,290070701.9,0.294127281,4.568,0.267579231,0.02,0.511,0.674786925,2022-02-01
4.073111111,1.261418361,0.2303433,0.141,0.575573299,0.913315589,1179294561.0,37.35119003,678770461.4,0.615946952,5.562,0.264102771,0.02,0.511,0.706075061,2022-03-01
3.943555556,1.255551532,0.2303433,0.134,0.746869775,0.907574669,1128788025.0,37.35119003,843057658.3,0.79482192,5.598,0.263976863,0.02,0.511,0.707208232,2022-04-01
4.296222222,1.264524884,0.2437767,0.124,0.560614207,0.917163571,1184683727.0,37.35119003,664150527.7,0.590102956,5.774,0.263361313,0.02,0.511,0.712748184,2022-05-01
4.787666667,1.254965562,0.2437767,0.101,0.508569009,0.904764324,1130177672.0,37.35119003,574773338.5,0.528066577,6.201,0.266201238,0.02,0.511,0.726188862,2022-06-01
4.420333333,1.275563625,0.2437767,0.106,0.459571161,0.927095505,1138767683.0,37.35119003,523344786.4,0.477246617,5.807,0.264468119,0.02,0.539,0.741786925,2022-07-01
3.834555556,1.22026199,0.213354,0.099,0.541859344,0.8625851,1194355124.0,37.35119003,647172484.1,0.562899157,5.239,0.27367689,0.02,0.539,0.72390799,2022-08-01
3.525333333,1.205300731,0.213354,0.083,0.89892741,0.847739257,1140900135.0,37.35119003,1025586403.0,0.93182763,5.272,0.273561474,0.02,0.539,0.724946731,2022-09-01
3.593888889,1.214077971,0.213354,0.075,1.352730477,0.858380634,1172800353.0,37.35119003,1586482781.0,1.396574428,5.805,0.271697337,0.02,0.539,0.741723971,2022-10-01
3.531,1.186393455,0.2117736,0.072,0.711871006,0.828128994,1101859339.0,37.35119003,784381716.0,0.735686838,5.071,0.274264461,0.02,0.539,0.718619855,2022-11-01
3.087,1.176659799,0.2117736,0.086,0.414241735,0.815758265,1118271196.0,37.35119003,463234600.4,0.429418656,4.317,0.276901533,0.02,0.539,0.694886199,2022-12-01
3.236111111,1.172022995,0.2117736,0.083,0.217949295,0.810939594,1083879951.0,37.70157118,236230871.0,0.224142386,4.265,0.277083401,0.02,0.539,0.693249395,2023-01-01
3.267,1.187307988,0.2200707,0.083,0.392554535,0.827445465,1034805346.0,37.70157118,406217531.8,0.401468044,4.487,0.275862524,0.02,0.539,0.700237288,2023-02-01
3.282,1.199446003,0.2200707,0.089,0.559734519,0.840265481,1139577873.0,37.70157118,637861072.9,0.570555134,4.682,0.275180522,0.02,0.539,0.706375303,2023-03-01
3.483111111,1.215446003,0.2200707,0.105,0.342623408,0.856265481,1133411519.0,37.70157118,388333317.5,0.347488938,4.682,0.275180522,0.02,0.539,0.706375303,2023-04-01
3.435222222,1.23750059,0.23966766,0.109,0.319629085,0.878148693,1190443333.0,37.70157118,380500312.9,0.323353731,4.633,0.275351897,0.02,0.539,0.70483293,2023-05-01
3.448444444,1.232791147,0.23966766,0.103,0.35197291,0.873582645,1135625787.0,37.70157118,399709513.3,0.354928427,4.674,0.275208501,0.02,0.539,0.706123487,2023-06-01
3.472555556,1.266144658,0.23966766,0.095,0.332913454,0.911530991,1162682159.0,37.70157118,387072533.2,0.333977245,4.717,0.270613667,0.02,0.579,0.747476998,2023-07-01
3.708555556,1.283776619,0.23966766,0.103,0.391211275,0.92323317,1219436954.0,37.70157118,477057484.9,0.392033131,5.023,0.276543449,0.02,0.579,0.757108959,2023-08-01
3.660888889,1.323503911,0.2781504,0.092,0.786790143,0.964320968,1164859393.0,37.70157118,916499889.0,0.786488504,5.412,0.275182943,0.02,0.579,0.769353511,2023-09-01
3.410111111,1.32035379,0.2781504,0.088,1.067623611,0.961265278,1197429526.0,37.70157118,1278404034.0,1.067623611,5.439,0.275088512,0.02,0.579,0.77020339,2023-10-01
,,,,,,,37.70157118,,,,,,,,2023-11-01
,,,,,,,37.70157118,,,,,,,,2023-12-01
