year,zip,total pop.
2014,95944.0,12
2014,95712.0,25223
2014,95924.0,25223
2014,95945.0,25223
2014,95946.0,10206
2014,95947.0,1663
2014,95948.0,10349
2014,95949.0,19640
2014,95950.0,724
2014,95951.0,2948
2014,95953.0,10631
2014,95954.0,12535
2014,95955.0,1384
2014,95956.0,459
2014,95957.0,773
2014,95959.0,17013
2014,95960.0,974
2014,95961.0,26979
2014,95962.0,1285
2014,95963.0,15018
2014,95940.0,20599
2014,95958.0,20599
2014,95965.0,20599
2014,95966.0,30916
2014,95968.0,1438
2014,95967.0,27443
2014,95969.0,27443
2014,95970.0,482
2014,95971.0,5798
2014,95927.0,33511
2014,95973.0,33511
2014,95974.0,0
2014,95975.0,2072
2014,95977.0,1887
2014,95978.0,0
2014,95979.0,685
2014,95981.0,102
2014,95982.0,3251
2014,95983.0,440
2014,95984.0,0
2014,95986.0,17
2014,95987.0,5979
2014,95913.0,8913
2014,95988.0,8913
2014,95991.0,41212
2014,95992.0,41212
2014,95993.0,35847
2014,96001.0,34469
2014,96002.0,33202
2014,96003.0,44398
2014,96070.0,44398
2014,96079.0,44398
2014,96089.0,44398
2014,96006.0,400
2014,96007.0,22942
2014,96008.0,1128
2014,96009.0,329
2014,96010.0,187
2014,96011.0,155
2014,96013.0,3881
2014,96014.0,152
2014,96015.0,814
2014,96016.0,532
2014,96017.0,234
2014,96019.0,10129
2014,96099.0,10129
2014,96020.0,2246
2014,96021.0,16121
2014,96022.0,17488
2014,96023.0,1339
2014,96024.0,1163
2014,96025.0,2102
2014,96027.0,2462
2014,96028.0,1633
2014,96029.0,165
2014,96031.0,165
2014,96032.0,2339
2014,96033.0,526
2014,96095.0,526
2014,96034.0,285
2014,96035.0,3604
2014,96078.0,3604
2014,96037.0,220
2014,96038.0,599
2014,96039.0,1206
2014,96040.0,229
2014,96041.0,2795
2014,96044.0,1040
2014,96046.0,255
2014,96047.0,775
2014,96048.0,977
2014,96049.0,90
2014,96050.0,408
2014,96051.0,1110
2014,96052.0,1652
2014,96054.0,294
2014,96055.0,4097
2014,96056.0,1407
2014,96057.0,1332
2014,96058.0,752
2014,96059.0,711
2014,96061.0,19
2014,96062.0,1253
2014,96063.0,222
2014,96064.0,4762
2014,96065.0,387
2014,96067.0,6994
2014,96068.0,135
2014,96069.0,880
2014,96071.0,77
2014,96073.0,4502
2014,96074.0,199
2014,96075.0,308
2014,96076.0,88
2014,96080.0,27650
2014,96084.0,530
2014,96085.0,50
2014,96086.0,379
2014,96087.0,525
2014,96088.0,4099
2014,96090.0,397
2014,96091.0,578
2014,96092.0,277
2014,96093.0,4006
2014,96094.0,6370
2014,96096.0,814
2014,96097.0,9790
2014,96101.0,5260
2014,96103.0,1357
2014,96104.0,548
2014,96105.0,165
2014,96106.0,275
2014,96107.0,1077
2014,96108.0,7
2014,96109.0,731
2014,96110.0,129
2014,96111.0,69
2014,96112.0,230
2014,96113.0,2294
2014,96114.0,3315
2014,96115.0,212
2014,96116.0,162
2014,96117.0,244
2014,96118.0,1590
2014,96119.0,71
2014,96120.0,1091
2014,96121.0,249
2014,96122.0,4382
2014,96123.0,36
2014,96124.0,366
2014,96125.0,285
2014,96126.0,133
2014,96128.0,758
2014,96129.0,35
2014,96127.0,21920
2014,96130.0,21920
2014,96132.0,103
2014,96133.0,160
2014,96134.0,2506
2014,96135.0,0
2014,96136.0,135
2014,96137.0,3606
2014,96140.0,1126
2014,96141.0,669
2014,96142.0,731
2014,96143.0,3855
2014,96145.0,3215
2014,96146.0,823
2014,96148.0,781
2014,96150.0,28618
2014,96151.0,28618
2014,96152.0,28618
2014,96154.0,28618
2014,96156.0,28618
2014,96157.0,28618
2014,96158.0,28618
2014,96155.0,0
2014,96160.0,18475
2014,96161.0,18475
2014,96162.0,18475
2014,97635.0,303
2015,89010.0,549
2015,89019.0,1804
2015,89060.0,9587
2015,89061.0,5337
2015,89439.0,1609
2015,90001.0,57227
2015,90002.0,50626
2015,90003.0,69502
2015,90004.0,64008
2015,90005.0,38979
2015,90006.0,61625
2015,90007.0,43426
2015,90008.0,31837
2015,90010.0,3740
2015,90011.0,104058
2015,90009.0,30860
2015,90012.0,30860
2015,90030.0,30860
2015,90050.0,30860
2015,90051.0,30860
2015,90052.0,30860
2015,90053.0,30860
2015,90054.0,30860
2015,90055.0,30860
2015,90060.0,30860
2015,90070.0,30860
2015,90072.0,30860
2015,90074.0,30860
2015,90075.0,30860
2015,90076.0,30860
2015,90078.0,30860
2015,90080.0,30860
2015,90081.0,30860
2015,90082.0,30860
2015,90083.0,30860
2015,90084.0,30860
2015,90086.0,30860
2015,90087.0,30860
2015,90088.0,30860
2015,90091.0,30860
2015,90093.0,30860
2015,90096.0,30860
2015,90099.0,30860
2015,90013.0,11299
2015,90014.0,7006
2015,90015.0,18767
2015,90016.0,47590
2015,90017.0,24336
2015,90018.0,49824
2015,90019.0,67553
2015,90020.0,39866
2015,90021.0,2970
2015,90022.0,68136
2015,90023.0,46288
2015,90024.0,50693
2015,90025.0,46107
2015,90026.0,68520
2015,90027.0,46646
2015,90028.0,30380
2015,90029.0,40472
2015,90031.0,39422
2015,90032.0,47099
2015,90033.0,48277
2015,90034.0,58069
2015,90035.0,30852
2015,90036.0,37640
2015,90037.0,62872
2015,90038.0,28577
2015,90039.0,28149
2015,90040.0,12699
2015,90041.0,28796
2015,90042.0,62650
2015,90043.0,43129
2015,90044.0,88975
2015,90045.0,41922
2015,90046.0,51651
2015,90047.0,48678
2015,90048.0,22498
2015,90049.0,35427
2015,90056.0,8537
2015,90057.0,46509
2015,90058.0,2680
2015,90059.0,44648
2015,90061.0,28135
2015,90062.0,33353
2015,90063.0,53813
2015,90064.0,26384
2015,90065.0,46904
2015,90066.0,59124
2015,90067.0,2330
2015,90068.0,21233
2015,90069.0,20132
2015,90071.0,0
2015,90189.0,0
2015,90073.0,862
2015,90077.0,8844
2015,90079.0,0
2015,90089.0,3334
2015,90090.0,0
2015,90094.0,6858
2015,90095.0,0
2015,90201.0,102946
2015,90202.0,102946
2015,90209.0,22052
2015,90210.0,22052
2015,90213.0,22052
2015,90211.0,7530
2015,90212.0,12577
2015,90220.0,50715
2015,90223.0,50715
2015,90221.0,54236
2015,90222.0,31875
2015,90230.0,31978
2015,90231.0,15708
2015,90232.0,15708
2015,90233.0,15708
2015,90240.0,26655
2015,90239.0,43592
2015,90241.0,43592
2015,90242.0,43160
2015,90245.0,16929
2015,90247.0,48032
2015,90248.0,10166
2015,90249.0,26627
2015,90250.0,95939
2015,90251.0,95939
2015,90254.0,19747
2015,90255.0,76180
2015,90260.0,35866
2015,90261.0,35866
2015,90262.0,71163
2015,90263.0,1832
2015,90264.0,18258
2015,90265.0,18258
2015,90266.0,35603
2015,90270.0,27700
2015,90272.0,23934
2015,90274.0,25778
2015,90275.0,42593
2015,90277.0,35178
2015,90278.0,40485
2015,90280.0,95350
2015,90290.0,6478
2015,90291.0,27167
2015,90294.0,27167
2015,90292.0,21679
2015,90293.0,12458
2015,90301.0,36360
2015,90306.0,36360
2015,90308.0,36360
2015,90311.0,36360
2015,90312.0,36360
2015,90302.0,30482
2015,90303.0,26408
2015,90304.0,26854
2015,90305.0,15665
2015,90401.0,7297
2015,90406.0,7297
2015,90407.0,7297
2015,90408.0,7297
2015,90409.0,7297
2015,90410.0,7297
2015,90411.0,7297
2015,90402.0,11661
2015,90403.0,24416
2015,90404.0,22081
2015,90405.0,28915
2015,90501.0,43145
2015,90502.0,17585
2015,90503.0,45986
2015,90504.0,33279
2015,90505.0,36904
2015,90506.0,0
2015,90601.0,34203
2015,90607.0,34203
2015,90608.0,34203
2015,90609.0,34203
2015,90610.0,34203
2015,90602.0,27421
2015,90603.0,20221
2015,90604.0,40977
2015,90605.0,41643
2015,90606.0,32697
2015,90620.0,46639
2015,90622.0,46639
2015,90621.0,35245
2015,90624.0,35245
2015,90623.0,15839
2015,90630.0,49145
2015,90631.0,69151
2015,90632.0,69151
2015,90633.0,69151
2015,90637.0,49819
2015,90638.0,49819
2015,90639.0,49819
2015,90640.0,63521
2015,90650.0,106659
2015,90651.0,106659
2015,90652.0,106659
2015,90660.0,63815
2015,90661.0,63815
2015,90662.0,63815
2015,90670.0,15998
2015,90671.0,15998
2015,90680.0,30795
2015,90701.0,16785
2015,90702.0,16785
2015,90703.0,50276
2015,90704.0,3906
2015,90706.0,77756
2015,90707.0,77756
2015,90224.0,27457
2015,90267.0,27457
2015,90295.0,27457
2015,90296.0,27457
2015,90307.0,27457
2015,90309.0,27457
2015,90310.0,27457
2015,90507.0,27457
2015,90508.0,27457
2015,90509.0,27457
2015,90510.0,27457
2015,90710.0,27457
2015,90711.0,27457
2015,90733.0,27457
2015,90734.0,27457
2015,90749.0,27457
2015,90809.0,27457
2015,90842.0,27457
2015,90847.0,27457
2015,90848.0,27457
2015,90853.0,27457
2015,91610.0,27457
2015,90712.0,32451
2015,90714.0,32451
2015,90713.0,28699
2015,90715.0,19753
2015,90716.0,14382
2015,90717.0,21816
2015,90720.0,22029
2015,90721.0,22029
2015,90723.0,55023
2015,90731.0,62028
2015,90732.0,21417
2015,90740.0,24330
2015,90742.0,689
2015,90743.0,358
2015,90744.0,57963
2015,90748.0,57963
2015,90745.0,58186
2015,90746.0,26523
2015,90747.0,0
2015,90755.0,11440
2015,90801.0,39155
2015,90802.0,39155
2015,90832.0,39155
2015,90844.0,39155
2015,90899.0,39155
2015,90803.0,31709
2015,90804.0,41007
2015,90805.0,95127
2015,90806.0,42498
2015,90807.0,33763
2015,90846.0,33763
2015,90808.0,39428
2015,90810.0,36936
2015,90895.0,36936
2015,90813.0,60078
2015,90814.0,19264
2015,90815.0,40462
2015,90840.0,40462
2015,90822.0,152
2015,90831.0,0
2015,90833.0,0
2015,90834.0,0
2015,90835.0,0
2015,91001.0,37163
2015,91003.0,37163
2015,91006.0,31728
2015,91007.0,34598
2015,91066.0,34598
2015,91077.0,34598
2015,91008.0,1132
2015,91009.0,25840
2015,91010.0,25840
2015,91011.0,20721
2015,91012.0,20721
2015,91016.0,42090
2015,91017.0,42090
2015,91020.0,8438
2015,91021.0,8438
2015,91024.0,11084
2015,91025.0,11084
2015,91030.0,25967
2015,91031.0,25967
2015,91040.0,19969
2015,91041.0,27298
2015,91042.0,27298
2015,91043.0,27298
2015,91046.0,175
2015,91101.0,20936
2015,91102.0,20936
2015,91109.0,20936
2015,91110.0,20936
2015,91114.0,20936
2015,91115.0,20936
2015,91116.0,20936
2015,91117.0,20936
2015,91121.0,20936
2015,91123.0,20936
2015,91124.0,20936
2015,91125.0,20936
2015,91126.0,20936
2015,91129.0,20936
2015,91182.0,20936
2015,91184.0,20936
2015,91185.0,20936
2015,91188.0,20936
2015,91189.0,20936
2015,91199.0,20936
2015,91103.0,27819
2015,91104.0,38976
2015,91105.0,11413
2015,91106.0,25243
2015,91023.0,31722
2015,91107.0,31722
2015,91108.0,13654
2015,91118.0,13654
2015,91201.0,23092
2015,91202.0,23148
2015,91203.0,13680
2015,91204.0,17053
2015,91209.0,17053
2015,91221.0,17053
2015,91222.0,17053
2015,91225.0,17053
2015,91226.0,17053
2015,91205.0,38322
2015,91206.0,34038
2015,91207.0,10359
2015,91208.0,17164
2015,91210.0,727
2015,91214.0,30965
2015,91224.0,30965
2015,91301.0,26293
2015,91376.0,26293
2015,91302.0,25431
2015,91303.0,29471
2015,91305.0,29471
2015,91309.0,29471
2015,91304.0,53853
2015,91306.0,49532
2015,91396.0,49532
2015,91307.0,26219
2015,91308.0,26219
2015,91311.0,38505
2015,91313.0,38505
2015,91316.0,28837
2015,91416.0,28837
2015,91426.0,28837
2015,91319.0,44952
2015,91320.0,44952
2015,91321.0,34178
2015,91322.0,34178
2015,91324.0,28497
2015,91327.0,28497
2015,91328.0,28497
2015,91329.0,28497
2015,91325.0,33197
2015,91326.0,36921
2015,91330.0,3231
2015,91331.0,102266
2015,91333.0,102266
2015,91334.0,102266
2015,91335.0,78230
2015,91337.0,78230
2015,91340.0,35481
2015,91341.0,35481
2015,91342.0,93466
2015,91392.0,93466
2015,91343.0,64149
2015,91393.0,64149
2015,91344.0,54566
2015,91394.0,54566
2015,91345.0,18276
2015,91346.0,18276
2015,91395.0,18276
2015,91350.0,36520
2015,91351.0,33071
2015,91386.0,33071
2015,91352.0,47543
2015,91353.0,47543
2015,91354.0,29340
2015,91355.0,34188
2015,91380.0,34188
2015,91382.0,34188
2015,91383.0,34188
2015,91385.0,34188
2015,91356.0,29467
2015,91357.0,29467
2015,91360.0,43948
2015,91359.0,20831
2015,91361.0,20831
2015,91358.0,35546
2015,91362.0,35546
2015,91364.0,27100
2015,91365.0,27100
2015,91372.0,27100
2015,91367.0,42578
2015,91371.0,0
2015,91377.0,15087
2015,91381.0,20405
2015,91310.0,29788
2015,91384.0,29788
2015,91387.0,43502
2015,91390.0,20473
2015,91401.0,41217
2015,91402.0,71894
2015,91412.0,71894
2015,91403.0,24613
2015,91413.0,24613
2015,91495.0,24613
2015,91405.0,53347
2015,91406.0,54364
2015,91404.0,25370
2015,91407.0,25370
2015,91408.0,25370
2015,91409.0,25370
2015,91410.0,25370
2015,91411.0,25370
2015,91470.0,25370
2015,91482.0,25370
2015,91496.0,25370
2015,91499.0,25370
2015,91423.0,33347
2015,91436.0,13970
2015,91501.0,20855
2015,91502.0,12011
2015,91503.0,12011
2015,91507.0,12011
2015,91508.0,12011
2015,91510.0,12011
2015,91521.0,12011
2015,91522.0,12011
2015,91523.0,12011
2015,91526.0,12011
2015,91504.0,25469
2015,91505.0,31273
2015,91506.0,18272
2015,91601.0,38754
2015,91603.0,38754
2015,91609.0,38754
2015,91611.0,38754
2015,91612.0,38754
2015,91615.0,38754
2015,91616.0,38754
2015,91618.0,38754
2015,91602.0,18304
2015,91604.0,30269
2015,91614.0,30269
2015,91605.0,55665
2015,91606.0,44773
2015,91607.0,30231
2015,91617.0,30231
2015,91608.0,0
2015,91701.0,40546
2015,91702.0,61170
2015,91706.0,77877
2015,91708.0,3445
2015,91709.0,76796
2015,91710.0,84812
2015,91711.0,36651
2015,91722.0,35798
2015,91723.0,19428
2015,91724.0,26479
2015,91729.0,67613
2015,91730.0,67613
2015,91731.0,30418
2015,91734.0,30418
2015,91735.0,30418
2015,91732.0,62872
2015,91733.0,44313
2015,91737.0,25619
2015,91739.0,38490
2015,91740.0,26745
2015,91741.0,25693
2015,91744.0,87337
2015,91747.0,87337
2015,91749.0,87337
2015,91714.0,55184
2015,91715.0,55184
2015,91716.0,55184
2015,91745.0,55184
2015,91746.0,30034
2015,91748.0,46732
2015,91750.0,34052
2015,91752.0,29525
2015,91754.0,34009
2015,91755.0,27076
2015,91756.0,27076
2015,91759.0,389
2015,91743.0,60103
2015,91761.0,60103
2015,91758.0,57402
2015,91762.0,57402
2015,91763.0,37784
2015,91764.0,53820
2015,91765.0,47598
2015,91766.0,72026
2015,91769.0,72026
2015,91767.0,49099
2015,91768.0,36444
2015,91770.0,63758
2015,91771.0,63758
2015,91772.0,63758
2015,91773.0,34107
2015,91775.0,25486
2015,91776.0,38127
2015,91778.0,38127
2015,91780.0,35280
2015,91784.0,26140
2015,91785.0,52365
2015,91786.0,52365
2015,91788.0,43805
2015,91789.0,43805
2015,91790.0,46566
2015,91793.0,46566
2015,91791.0,33247
2015,91792.0,30063
2015,91801.0,54565
2015,91802.0,54565
2015,91804.0,54565
2015,91896.0,54565
2015,91899.0,54565
2015,91803.0,30118
2015,91901.0,18507
2015,91903.0,18507
2015,91902.0,18813
2015,91908.0,18813
2015,91905.0,1139
2015,91906.0,3466
2015,91909.0,77302
2015,91910.0,77302
2015,91912.0,77302
2015,91921.0,77302
2015,91911.0,84122
2015,91913.0,45430
2015,91914.0,17406
2015,91915.0,28209
2015,91916.0,1611
2015,91917.0,932
2015,91931.0,486
2015,91932.0,26555
2015,91933.0,26555
2015,91934.0,267
2015,91935.0,8335
2015,91941.0,33111
2015,91942.0,39804
2015,91943.0,39804
2015,91944.0,39804
2015,91945.0,26486
2015,91946.0,26486
2015,91948.0,44
2015,91950.0,61774
2015,91951.0,61774
2015,91962.0,1998
2015,91963.0,1256
2015,91976.0,62072
2015,91977.0,62072
2015,91979.0,62072
2015,91978.0,9793
2015,91980.0,709
2015,91987.0,709
2015,92003.0,4267
2015,92004.0,2709
2015,92007.0,12131
2015,92008.0,26896
2015,92013.0,26896
2015,92018.0,26896
2015,92009.0,43837
2015,92010.0,15598
2015,92011.0,24476
2015,92014.0,13708
2015,92019.0,43873
2015,92020.0,58940
2015,92022.0,58940
2015,92021.0,67608
2015,92023.0,49566
2015,92024.0,49566
2015,92025.0,51859
2015,92030.0,51859
2015,92033.0,51859
2015,92046.0,51859
2015,92026.0,50412
2015,92027.0,56875
2015,92028.0,47807
2015,92088.0,47807
2015,92029.0,18717
2015,92036.0,3173
2015,92037.0,37718
2015,92038.0,37718
2015,92039.0,37718
2015,92092.0,37718
2015,92093.0,37718
2015,92161.0,37718
2015,92040.0,43269
2015,92049.0,42195
2015,92051.0,42195
2015,92052.0,42195
2015,92054.0,42195
2015,92055.0,13091
2015,92056.0,54069
2015,92057.0,56764
2015,92058.0,44825
2015,92068.0,44825
2015,92059.0,1310
2015,92060.0,68
2015,92061.0,1642
2015,92064.0,49587
2015,92074.0,49587
2015,92065.0,36637
2015,92066.0,516
2015,92067.0,9147
2015,92069.0,49135
2015,92079.0,49135
2015,92096.0,49135
2015,92070.0,1151
2015,92071.0,56158
2015,92072.0,56158
2015,92075.0,12491
2015,92078.0,45984
2015,92081.0,29038
2015,92082.0,19541
2015,92083.0,36431
2015,92085.0,36431
2015,92084.0,50377
2015,92086.0,1538
2015,92143.0,1538
2015,92091.0,1428
2015,92101.0,36295
2015,92112.0,36295
2015,92138.0,36295
2015,92142.0,36295
2015,92149.0,36295
2015,92150.0,36295
2015,92152.0,36295
2015,92153.0,36295
2015,92158.0,36295
2015,92159.0,36295
2015,92160.0,36295
2015,92163.0,36295
2015,92165.0,36295
2015,92166.0,36295
2015,92167.0,36295
2015,92168.0,36295
2015,92169.0,36295
2015,92170.0,36295
2015,92171.0,36295
2015,92172.0,36295
2015,92174.0,36295
2015,92175.0,36295
2015,92176.0,36295
2015,92177.0,36295
2015,92179.0,36295
2015,92186.0,36295
2015,92187.0,36295
2015,92190.0,36295
2015,92191.0,36295
2015,92192.0,36295
2015,92193.0,36295
2015,92195.0,36295
2015,92196.0,36295
2015,92197.0,36295
2015,92198.0,36295
2015,92102.0,45461
2015,92103.0,33241
2015,92199.0,33241
2015,92104.0,44756
2015,92105.0,71832
2015,92106.0,18415
2015,92107.0,28360
2015,92108.0,20548
2015,92109.0,46797
2015,92110.0,28789
2015,92111.0,49375
2015,92113.0,57737
2015,92136.0,57737
2015,92114.0,69798
2015,92115.0,62308
2015,92182.0,62308
2015,92116.0,33110
2015,92117.0,53477
2015,92118.0,22939
2015,92178.0,22939
2015,92119.0,24265
2015,92120.0,27135
2015,92121.0,4503
2015,92122.0,46104
2015,92137.0,46104
2015,92123.0,29955
2015,92124.0,30135
2015,92126.0,79589
2015,92127.0,43033
2015,92128.0,48906
2015,92129.0,54735
2015,92130.0,51262
2015,92131.0,34039
2015,92132.0,0
2015,92134.0,199
2015,92135.0,953
2015,92139.0,36934
2015,92140.0,2977
2015,92145.0,2145
2015,92147.0,567
2015,92154.0,88292
2015,92155.0,555
2015,92173.0,32355
2015,92201.0,64238
2015,92202.0,64238
2015,92203.0,29131
2015,92210.0,4946
2015,92211.0,24558
2015,92220.0,32461
2015,92222.0,0
2015,92223.0,47970
2015,92225.0,22763
2015,92226.0,22763
2015,92227.0,27013
2015,92230.0,3669
2015,92231.0,40027
2015,92232.0,40027
2015,92233.0,7869
2015,92234.0,53005
2015,92235.0,53005
2015,92236.0,43654
2015,92239.0,207
2015,92240.0,36206
2015,92241.0,10209
2015,92242.0,1247
2015,92243.0,49514
2015,92249.0,7686
2015,92250.0,8557
2015,92251.0,22827
2015,92252.0,8833
2015,92247.0,38958
2015,92253.0,38958
2015,92248.0,38958
2015,92254.0,13626
2015,92256.0,3266
2015,92257.0,1666
2015,92258.0,473
2015,92259.0,326
2015,92255.0,33275
2015,92260.0,33275
2015,92262.0,27102
2015,92263.0,19836
2015,92264.0,19836
2015,92266.0,100
2015,92267.0,0
2015,92268.0,470
2015,92270.0,17770
2015,92244.0,1356
2015,92273.0,1356
2015,92274.0,19918
2015,92275.0,1738
2015,92276.0,8180
2015,92277.0,24363
2015,92278.0,4079
2015,92280.0,14
2015,92281.0,1985
2015,92282.0,910
2015,92283.0,2406
2015,92284.0,25680
2015,92286.0,25680
2015,92285.0,2579
2015,92301.0,32639
2015,92304.0,23
2015,92305.0,391
2015,92307.0,38379
2015,92308.0,40180
2015,92309.0,835
2015,92310.0,9238
2015,92311.0,33676
2015,92312.0,33676
2015,92313.0,12371
2015,92314.0,11469
2015,92315.0,5269
2015,92316.0,31789
2015,92320.0,8211
2015,92321.0,1157
2015,92322.0,888
2015,92324.0,58684
2015,92325.0,8211
2015,92327.0,886
2015,92328.0,288
2015,92332.0,8
2015,92333.0,462
2015,92331.0,98442
2015,92334.0,98442
2015,92335.0,98442
2015,92336.0,92781
2015,92337.0,38547
2015,92338.0,0
2015,92339.0,1028
2015,92341.0,287
2015,92342.0,6593
2015,92344.0,21386
2015,92340.0,80709
2015,92345.0,80709
2015,92346.0,59501
2015,92369.0,59501
2015,92347.0,1672
2015,92352.0,6800
2015,92318.0,20829
2015,92350.0,20829
2015,92354.0,20829
2015,92357.0,20829
2015,92356.0,6211
2015,92358.0,1111
2015,92359.0,8718
2015,92363.0,5355
2015,92323.0,32
2015,92364.0,32
2015,92366.0,32
2015,92365.0,2024
2015,92368.0,970
2015,92329.0,15846
2015,92371.0,15846
2015,92372.0,5987
2015,92373.0,34766
2015,92375.0,34766
2015,92374.0,41276
2015,92376.0,86021
2015,92377.0,20016
2015,92378.0,192
2015,92317.0,5247
2015,92382.0,5247
2015,92384.0,33
2015,92385.0,202
2015,92386.0,2105
2015,92389.0,128
2015,92391.0,3123
2015,92392.0,56178
2015,92394.0,36141
2015,92393.0,42007
2015,92395.0,42007
2015,92397.0,4753
2015,92398.0,1515
2015,92399.0,54227
2015,92401.0,2015
2015,92402.0,2015
2015,92403.0,2015
2015,92406.0,2015
2015,92413.0,2015
2015,92415.0,2015
2015,92418.0,2015
2015,92423.0,2015
2015,92427.0,2015
2015,92404.0,59577
2015,92405.0,28831
2015,92407.0,62439
2015,92408.0,15661
2015,92410.0,48011
2015,92411.0,27282
2015,92501.0,22114
2015,92503.0,94431
2015,92504.0,53772
2015,92505.0,49319
2015,92502.0,46048
2015,92506.0,46048
2015,92513.0,46048
2015,92514.0,46048
2015,92515.0,46048
2015,92516.0,46048
2015,92517.0,46048
2015,92519.0,46048
2015,92521.0,46048
2015,92522.0,46048
2015,92507.0,56231
2015,92508.0,38443
2015,92509.0,78446
2015,92518.0,1004
2015,92530.0,53606
2015,92531.0,53606
2015,92532.0,22213
2015,92536.0,2842
2015,92539.0,4220
2015,92543.0,36603
2015,92546.0,36603
2015,92544.0,47507
2015,92545.0,40386
2015,92548.0,6939
2015,92549.0,2702
2015,92551.0,33573
2015,92552.0,74320
2015,92553.0,74320
2015,92554.0,74320
2015,92556.0,74320
2015,92555.0,41438
2015,92557.0,51810
2015,92261.0,1475
2015,92561.0,1475
2015,92562.0,62912
2015,92564.0,62912
2015,92563.0,59463
2015,92567.0,10442
2015,92570.0,56738
2015,92572.0,56738
2015,92599.0,56738
2015,92571.0,54366
2015,92582.0,16446
2015,92581.0,31818
2015,92583.0,31818
2015,92584.0,47887
2015,92585.0,20623
2015,92586.0,19150
2015,92587.0,17514
2015,92589.0,4207
2015,92590.0,4207
2015,92593.0,4207
2015,92591.0,39753
2015,92592.0,77420
2015,92595.0,31426
2015,92596.0,26219
2015,92602.0,24234
2015,92603.0,20083
2015,92604.0,29039
2015,92606.0,23378
2015,92610.0,11862
2015,92612.0,30314
2015,92616.0,30314
2015,92697.0,30314
2015,92698.0,30314
2015,92614.0,26046
2015,92617.0,16565
2015,92618.0,25043
2015,92619.0,25043
2015,92650.0,25043
2015,92620.0,44763
2015,92624.0,6830
2015,92625.0,12098
2015,92626.0,51818
2015,92627.0,61314
2015,92628.0,61314
2015,92629.0,26680
2015,92609.0,60449
2015,92630.0,60449
2015,92637.0,16342
2015,92654.0,16342
2015,92615.0,55584
2015,92646.0,55584
2015,92605.0,60898
2015,92647.0,60898
2015,92648.0,47415
2015,92649.0,33166
2015,92651.0,24291
2015,92652.0,24291
2015,92653.0,29037
2015,92655.0,9485
2015,92656.0,51826
2015,92657.0,10238
2015,92658.0,35677
2015,92660.0,35677
2015,92661.0,3128
2015,92662.0,2894
2015,92659.0,22629
2015,92663.0,22629
2015,92672.0,35344
2015,92673.0,29803
2015,92674.0,29803
2015,92675.0,35970
2015,92693.0,35970
2015,92676.0,1993
2015,92862.0,1993
2015,92607.0,65238
2015,92677.0,65238
2015,92678.0,495
2015,92679.0,32885
2015,92683.0,91734
2015,92684.0,91734
2015,92685.0,91734
2015,92688.0,45226
2015,92691.0,48944
2015,92690.0,48785
2015,92692.0,48785
2015,92694.0,25464
2015,92701.0,51520
2015,92702.0,51520
2015,92712.0,51520
2015,92703.0,70116
2015,92704.0,89304
2015,92799.0,89304
2015,92705.0,46713
2015,92711.0,46713
2015,92706.0,37180
2015,92707.0,63082
2015,92735.0,63082
2015,92708.0,57508
2015,92728.0,57508
2015,92780.0,61209
2015,92781.0,61209
2015,92623.0,23182
2015,92782.0,23182
2015,92801.0,65595
2015,92803.0,65595
2015,92809.0,65595
2015,92850.0,65595
2015,92802.0,43250
2015,92812.0,43250
2015,92804.0,84504
2015,92814.0,84504
2015,92805.0,72637
2015,92815.0,72637
2015,92825.0,72637
2015,92806.0,40989
2015,92816.0,40989
2015,92899.0,40989
2015,92807.0,35285
2015,92817.0,35285
2015,92808.0,20449
2015,92821.0,37615
2015,92822.0,37615
2015,92823.0,3400
2015,92831.0,36249
2015,92834.0,36249
2015,92836.0,36249
2015,92832.0,25166
2015,92833.0,53271
2015,92837.0,53271
2015,92835.0,23567
2015,92838.0,23567
2015,92840.0,56917
2015,92842.0,56917
2015,92841.0,33717
2015,92843.0,43928
2015,92844.0,24804
2015,92845.0,17221
2015,92846.0,17221
2015,92860.0,27091
2015,92861.0,5901
2015,92857.0,20554
2015,92865.0,20554
2015,92856.0,15490
2015,92866.0,15490
2015,92863.0,44991
2015,92864.0,44991
2015,92867.0,44991
2015,92868.0,26817
2015,92859.0,37124
2015,92869.0,37124
2015,92811.0,53772
2015,92870.0,53772
2015,92871.0,53772
2015,92877.0,47452
2015,92878.0,47452
2015,92879.0,47452
2015,92880.0,63696
2015,92881.0,33490
2015,92882.0,70676
2015,92883.0,32167
2015,92885.0,49565
2015,92886.0,49565
2015,92887.0,20292
2015,93001.0,33899
2015,93002.0,33899
2015,93005.0,33899
2015,93006.0,33899
2015,93007.0,33899
2015,93003.0,50701
2015,93004.0,30268
2015,93010.0,44422
2015,93011.0,44422
2015,93012.0,35272
2015,93013.0,16259
2015,93014.0,16259
2015,93015.0,17253
2015,93016.0,17253
2015,93020.0,36873
2015,93021.0,36873
2015,93022.0,7122
2015,93023.0,20313
2015,93024.0,20313
2015,93030.0,61102
2015,93032.0,61102
2015,93033.0,83057
2015,93034.0,83057
2015,93035.0,27626
2015,93031.0,44716
2015,93036.0,44716
2015,93040.0,2044
2015,93041.0,24197
2015,93044.0,24197
2015,93042.0,110
2015,93043.0,305
2015,93009.0,34060
2015,93060.0,34060
2015,93061.0,34060
2015,93063.0,56500
2015,93064.0,0
2015,93062.0,72676
2015,93065.0,72676
2015,93094.0,72676
2015,93099.0,72676
2015,93066.0,3222
